"Código Pagamento";"Código Lista";"Data Emissão";"Código Banco";"Nome Banco";"Agência";"Valor em R$"
"343031404012024OB000001";"343031404012023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"0630";"1537594,83"
"343031404012024OB000001";"343031404012023LB000023";"02/01/2024";"237";"Banco Bradesco S.A.";"0026";"444499,56"
"343031404012024OB000001";"343031404012023LB000023";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"857942,86"
"343031404012024OB000001";"343031404012023LB000023";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"9759,35"
"343031404012024OB000001";"343031404012023LB000023";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"54698,06"
"343031404012024OB000002";"343031404012023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"52115,50"
"343031404012024OB000002";"343031404012023LB000024";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"7790,80"
"343031404012024OB000002";"343031404012023LB000024";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"660,00"
"343031404012024OB000002";"343031404012023LB000024";"02/01/2024";"104";"Caixa Econômica Federal";"0630";"29763,68"
"343031404012024OB000002";"343031404012023LB000024";"02/01/2024";"237";"Banco Bradesco S.A.";"0026";"5861,76"
"343031404012024OB000002";"343031404012023LB000024";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"2247,72"
"344041342082024OB000001";"344041342082023LB000072";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"71260,34"
"344041342082024OB000001";"344041342082023LB000072";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"9443,61"
"344041342082024OB000001";"344041342082023LB000072";"02/01/2024";"104";"Caixa Econômica Federal";"2491";"72456,70"
"344041342082024OB000001";"344041342082023LB000072";"02/01/2024";"237";"Banco Bradesco S.A.";"0026";"10281,03"
"344041342082024OB000001";"344041342082023LB000072";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"30521,00"
"344041342082024OB000001";"344041342082023LB000072";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"11071,42"
"344041342082024OB000002";"344041342082023LB000069";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"1593,94"
"344041342082024OB000002";"344041342082023LB000069";"02/01/2024";"237";"Banco Bradesco S.A.";"0026";"751,37"
"344041342082024OB000003";"344041342082023LB000071";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"138853,68"
"344041342082024OB000003";"344041342082023LB000071";"02/01/2024";"104";"Caixa Econômica Federal";"2491";"4122,74"
"344041342082024OB000004";"344041342082023LB000068";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"3964,51"
"344041342082024OB000007";"344041342082023LB000067";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"912,81"
"344041342082024OB000009";"344041342082023LB000070";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"118853,01"
"364102362012024OB000001";"364102362012023LB000054";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"663576,35"
"364102362012024OB000001";"364102362012023LB000054";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"47848,37"
"364102362012024OB000001";"364102362012023LB000054";"02/01/2024";"104";"Caixa Econômica Federal";"0007";"117903,36"
"364102362012024OB000001";"364102362012023LB000054";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"66881,36"
"364102362012024OB000001";"364102362012023LB000054";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"87576,50"
"364102362012024OB000001";"364102362012023LB000054";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"42755,17"
"364102362012024OB000002";"364102362012023LB000051";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"7829365,49"
"364102362012024OB000002";"364102362012023LB000051";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"909261,96"
"364102362012024OB000002";"364102362012023LB000051";"02/01/2024";"70";"BRB - Banco de Brasília S.A.";"0100";"1017,98"
"364102362012024OB000002";"364102362012023LB000051";"02/01/2024";"104";"Caixa Econômica Federal";"0007";"1225414,30"
"364102362012024OB000002";"364102362012023LB000051";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"143447,61"
"364102362012024OB000002";"364102362012023LB000051";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"403485,99"
"364102362012024OB000002";"364102362012023LB000051";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"878184,38"
"364102362012024OB000005";"364102362012023LB000053";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"75914,67"
"364102362012024OB000005";"364102362012023LB000053";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"9175,19"
"364102362012024OB000005";"364102362012023LB000053";"02/01/2024";"70";"BRB - Banco de Brasília S.A.";"0100";"17992,82"
"364102362012024OB000005";"364102362012023LB000053";"02/01/2024";"104";"Caixa Econômica Federal";"0007";"24745,26"
"364102362012024OB000005";"364102362012023LB000053";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"5583,33"
"364102362012024OB000005";"364102362012023LB000053";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"2163,55"
"364102362012024OB000005";"364102362012023LB000053";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"7992,31"
"364102362012024OB000008";"364102362012023LB000056";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"531,26"
"364102362012024OB000009";"364102362012023LB000055";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"748,51"
"364102362012024OB000010";"364102362012023LB000052";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"2083,55"
"370002000012024OB000001";"370002000012023LB000034";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"45182177,41"
"370002000012024OB000001";"370002000012023LB000034";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"2986142,64"
"370002000012024OB000001";"370002000012023LB000034";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"66064,44"
"370002000012024OB000001";"370002000012023LB000034";"02/01/2024";"104";"Caixa Econômica Federal";"3360";"13365496,16"
"370002000012024OB000001";"370002000012023LB000034";"02/01/2024";"237";"Banco Bradesco S.A.";"0484";"1547675,36"
"370002000012024OB000001";"370002000012023LB000034";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"4799592,87"
"370002000012024OB000001";"370002000012023LB000034";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"180172,03"
"370002000012024OB000001";"370002000012023LB000034";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"704846,12"
"370002000012024OB000004";"370002000012023LB000035";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"725186,40"
"370002000012024OB000004";"370002000012023LB000035";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"55960,97"
"370002000012024OB000004";"370002000012023LB000035";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"13562,30"
"370002000012024OB000004";"370002000012023LB000035";"02/01/2024";"104";"Caixa Econômica Federal";"3360";"190511,05"
"370002000012024OB000004";"370002000012023LB000035";"02/01/2024";"237";"Banco Bradesco S.A.";"0484";"76494,07"
"370002000012024OB000004";"370002000012023LB000035";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"44716,31"
"370002000012024OB000004";"370002000012023LB000035";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"8095,32"
"370002000012024OB000007";"370002000012023LB000036";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"707566,34"
"370002000012024OB000007";"370002000012023LB000036";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"110503,60"
"370002000012024OB000007";"370002000012023LB000036";"02/01/2024";"104";"Caixa Econômica Federal";"3360";"236507,47"
"370002000012024OB000007";"370002000012023LB000036";"02/01/2024";"237";"Banco Bradesco S.A.";"0484";"68489,45"
"370002000012024OB000007";"370002000012023LB000036";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"79080,69"
"370002000012024OB000007";"370002000012023LB000036";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"6807,84"
"373083372012024OB000001";"373083372012023LB000036";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"4518609,95"
"373083372012024OB000001";"373083372012023LB000036";"02/01/2024";"104";"Caixa Econômica Federal";"0630";"863054,94"
"373083372012024OB000002";"373083372012023LB000034";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"55365232,95"
"373083372012024OB000002";"373083372012023LB000034";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0080";"2298159,91"
"373083372012024OB000002";"373083372012023LB000034";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"67022,74"
"373083372012024OB000002";"373083372012023LB000034";"02/01/2024";"70";"BRB - Banco de Brasília S.A.";"0100";"11827,76"
"373083372012024OB000002";"373083372012023LB000034";"02/01/2024";"104";"Caixa Econômica Federal";"0630";"11844840,32"
"373083372012024OB000002";"373083372012023LB000034";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"1605883,14"
"373083372012024OB000002";"373083372012023LB000034";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"1660570,06"
"373083372012024OB000002";"373083372012023LB000034";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"812460,06"
"373083372012024OB000002";"373083372012023LB000034";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"440336,13"
"373083372012024OB000002";"373083372012023LB000034";"02/01/2024";"";"";"9999";"5227,81"
"373083372012024OB000003";"373083372012023LB000035";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"659234,12"
"373083372012024OB000003";"373083372012023LB000035";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0080";"18903,87"
"373083372012024OB000003";"373083372012023LB000035";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"12728,72"
"373083372012024OB000003";"373083372012023LB000035";"02/01/2024";"70";"BRB - Banco de Brasília S.A.";"0100";"17869,86"
"373083372012024OB000003";"373083372012023LB000035";"02/01/2024";"104";"Caixa Econômica Federal";"0630";"220098,23"
"373083372012024OB000003";"373083372012023LB000035";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"74087,34"
"373083372012024OB000003";"373083372012023LB000035";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"35186,05"
"373083372012024OB000003";"373083372012023LB000035";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"14263,55"
"390007000012024OB000001";"390007000012023LB000033";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"4220987,86"
"390007000012024OB000001";"390007000012023LB000033";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"307078,75"
"390007000012024OB000001";"390007000012023LB000033";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"2426,43"
"390007000012024OB000001";"390007000012023LB000033";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"2136771,95"
"390007000012024OB000001";"390007000012023LB000033";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"322228,00"
"390007000012024OB000001";"390007000012023LB000033";"02/01/2024";"341";"Itaú UniBanco S.A.";"0301";"535117,71"
"390007000012024OB000001";"390007000012023LB000033";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"60007,92"
"390007000012024OB000001";"390007000012023LB000033";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"53242,93"
"390007000012024OB000002";"390007000012023LB000034";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"45209,26"
"390007000012024OB000002";"390007000012023LB000034";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"780,81"
"390007000012024OB000002";"390007000012023LB000034";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"592,49"
"390007000012024OB000002";"390007000012023LB000034";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"37375,21"
"390007000012024OB000002";"390007000012023LB000034";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"4092,80"
"390007000012024OB000002";"390007000012023LB000034";"02/01/2024";"341";"Itaú UniBanco S.A.";"0301";"919,13"
"390007000012024OB000005";"390007000012023LB000036";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"794,97"
"390007000012024OB000006";"390007000012023LB000035";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"2834,38"
"393001392502024OB000012";"393001392502023LB000012";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"9179968,83"
"393001392502024OB000012";"393001392502023LB000012";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"1019508,34"
"393001392502024OB000012";"393001392502023LB000012";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"107010,01"
"393001392502024OB000012";"393001392502023LB000012";"02/01/2024";"104";"Caixa Econômica Federal";"0863";"3833008,90"
"393001392502024OB000012";"393001392502023LB000012";"02/01/2024";"237";"Banco Bradesco S.A.";"0091";"704546,05"
"393001392502024OB000012";"393001392502023LB000012";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"2100426,74"
"393001392502024OB000012";"393001392502023LB000012";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"106911,26"
"393001392502024OB000012";"393001392502023LB000012";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"21401,11"
"400046000012024OB000002";"400046000012023LB000049";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"53838560,07"
"400046000012024OB000002";"400046000012023LB000049";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"4082961,82"
"400046000012024OB000002";"400046000012023LB000049";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"111378,41"
"400046000012024OB000002";"400046000012023LB000049";"02/01/2024";"104";"Caixa Econômica Federal";"2220";"15005766,02"
"400046000012024OB000002";"400046000012023LB000049";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"2378922,75"
"400046000012024OB000002";"400046000012023LB000049";"02/01/2024";"341";"Itaú UniBanco S.A.";"0301";"6106404,43"
"400046000012024OB000002";"400046000012023LB000049";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"440606,07"
"400046000012024OB000002";"400046000012023LB000049";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"564949,96"
"400046000012024OB000003";"400046000012023LB000052";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"725876,32"
"400046000012024OB000003";"400046000012023LB000052";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"78048,68"
"400046000012024OB000003";"400046000012023LB000052";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"9854,31"
"400046000012024OB000003";"400046000012023LB000052";"02/01/2024";"47";"Banco do Estado de Sergipe S.A.";"0014";"4081,03"
"400046000012024OB000003";"400046000012023LB000052";"02/01/2024";"104";"Caixa Econômica Federal";"2220";"263235,34"
"400046000012024OB000003";"400046000012023LB000052";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"127947,25"
"400046000012024OB000003";"400046000012023LB000052";"02/01/2024";"341";"Itaú UniBanco S.A.";"0301";"84637,59"
"400046000012024OB000003";"400046000012023LB000052";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"16049,42"
"400046000012024OB000004";"400046000012023LB000051";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"3255074,64"
"400046000012024OB000005";"400046000012023LB000050";"02/01/2024";"104";"Caixa Econômica Federal";"2220";"880635,02"
"410004000012024OB000001";"410004000012023LB000034";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"2243931,60"
"410004000012024OB000001";"410004000012023LB000034";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"149200,17"
"410004000012024OB000001";"410004000012023LB000034";"02/01/2024";"237";"Banco Bradesco S.A.";"3426";"147611,41"
"410004000012024OB000001";"410004000012023LB000034";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"255948,87"
"410004000012024OB000002";"410004000012023LB000035";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"4031,88"
"410004000012024OB000002";"410004000012023LB000035";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"1128,00"
"410004000012024OB000002";"410004000012023LB000035";"02/01/2024";"237";"Banco Bradesco S.A.";"3426";"3285,98"
"410004000012024OB000002";"410004000012023LB000035";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"706,10"
"410004000012024OB000003";"410004000012023LB000036";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"74793,27"
"410004000012024OB000003";"410004000012023LB000036";"02/01/2024";"104";"Caixa Econômica Federal";"0863";"16368,85"
"413001412312024OB000001";"413001412312023LB000045";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"14209498,73"
"413001412312024OB000001";"413001412312023LB000045";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"1855244,82"
"413001412312024OB000001";"413001412312023LB000045";"02/01/2024";"104";"Caixa Econômica Federal";"0647";"4263008,40"
"413001412312024OB000001";"413001412312023LB000045";"02/01/2024";"237";"Banco Bradesco S.A.";"0484";"686034,21"
"413001412312024OB000001";"413001412312023LB000045";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"3371273,45"
"413001412312024OB000001";"413001412312023LB000045";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"182070,92"
"413001412312024OB000001";"413001412312023LB000045";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"236112,71"
"413001412312024OB000002";"413001412312023LB000048";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"119054,91"
"413001412312024OB000002";"413001412312023LB000048";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"23903,19"
"413001412312024OB000002";"413001412312023LB000048";"02/01/2024";"104";"Caixa Econômica Federal";"0647";"43236,18"
"413001412312024OB000002";"413001412312023LB000048";"02/01/2024";"237";"Banco Bradesco S.A.";"0484";"10362,09"
"413001412312024OB000002";"413001412312023LB000048";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"27118,37"
"413001412312024OB000006";"413001412312023LB000046";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"153976,77"
"413001412312024OB000007";"413001412312023LB000047";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"163733,62"
"413001412312024OB000007";"413001412312023LB000047";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"24608,72"
"413001412312024OB000007";"413001412312023LB000047";"02/01/2024";"104";"Caixa Econômica Federal";"0647";"105622,67"
"413001412312024OB000007";"413001412312023LB000047";"02/01/2024";"237";"Banco Bradesco S.A.";"0484";"16404,86"
"413001412312024OB000007";"413001412312023LB000047";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"47861,82"
"420008000012024OB000001";"420008000012023LB000022";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"4898607,76"
"420008000012024OB000001";"420008000012023LB000022";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"325024,40"
"420008000012024OB000001";"420008000012023LB000022";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"47025,00"
"420008000012024OB000001";"420008000012023LB000022";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"886156,37"
"420008000012024OB000001";"420008000012023LB000022";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"336638,95"
"420008000012024OB000001";"420008000012023LB000022";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"538518,19"
"420008000012024OB000001";"420008000012023LB000022";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"5670,76"
"420008000012024OB000001";"420008000012023LB000022";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"87221,80"
"420008000012024OB000036";"420008000012023LB000021";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"17165,81"
"420008000012024OB000036";"420008000012023LB000021";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"2309,63"
"420008000012024OB000036";"420008000012023LB000021";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"1992,09"
"420008000012024OB000036";"420008000012023LB000021";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"4384,90"
"420008000012024OB000036";"420008000012023LB000021";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"2932,00"
"420008000012024OB000036";"420008000012023LB000021";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"1220,13"
"420008000012024OB000037";"420008000012023LB000020";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"248755,33"
"420008000012024OB000037";"420008000012023LB000020";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"50160,93"
"423031422072024OB000006";"423031422072023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"45874,48"
"423031422072024OB000006";"423031422072023LB000024";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"20625,01"
"423031422072024OB000006";"423031422072023LB000024";"02/01/2024";"104";"Caixa Econômica Federal";"0664";"11000,81"
"423031422072024OB000006";"423031422072023LB000024";"02/01/2024";"237";"Banco Bradesco S.A.";"2962";"15268,06"
"423031422072024OB000006";"423031422072023LB000024";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"16469,10"
"423031422072024OB000007";"423031422072023LB000023";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"3117309,83"
"423031422072024OB000007";"423031422072023LB000023";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"333632,67"
"423031422072024OB000007";"423031422072023LB000023";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"9632,30"
"423031422072024OB000007";"423031422072023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"0664";"593306,38"
"423031422072024OB000007";"423031422072023LB000023";"02/01/2024";"237";"Banco Bradesco S.A.";"2962";"107202,27"
"423031422072024OB000007";"423031422072023LB000023";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"400858,61"
"443033442072024OB000003";"443033442072023LB000150";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"23648266,64"
"443033442072024OB000004";"443033442072023LB000153";"02/01/2024";"104";"Caixa Econômica Federal";"3921";"3365217,09"
"443033442072024OB000005";"443033442072023LB000158";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"527706,55"
"443033442072024OB000006";"443033442072023LB000160";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"251532,22"
"443033442072024OB000006";"443033442072023LB000160";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"15962,19"
"443033442072024OB000006";"443033442072023LB000160";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"568,12"
"443033442072024OB000006";"443033442072023LB000160";"02/01/2024";"47";"Banco do Estado de Sergipe S.A.";"0014";"1011,03"
"443033442072024OB000006";"443033442072023LB000160";"02/01/2024";"104";"Caixa Econômica Federal";"3921";"83238,67"
"443033442072024OB000006";"443033442072023LB000160";"02/01/2024";"237";"Banco Bradesco S.A.";"1965";"50721,94"
"443033442072024OB000006";"443033442072023LB000160";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"13554,68"
"443033442072024OB000006";"443033442072023LB000160";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"3774,71"
"443033442072024OB000006";"443033442072023LB000160";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"1937,72"
"443033442072024OB000007";"443033442072023LB000148";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"1549516,73"
"443033442072024OB000007";"443033442072023LB000148";"02/01/2024";"104";"Caixa Econômica Federal";"3921";"273195,40"
"443033442072024OB000025";"443033442072023LB000157";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"259099,93"
"443033442072024OB000026";"443033442072023LB000155";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"1418866,56"
"443033442072024OB000027";"443033442072023LB000159";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"478036,20"
"443033442072024OB000027";"443033442072023LB000159";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"48879,16"
"443033442072024OB000027";"443033442072023LB000159";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"4488,33"
"443033442072024OB000027";"443033442072023LB000159";"02/01/2024";"104";"Caixa Econômica Federal";"3921";"125322,62"
"443033442072024OB000027";"443033442072023LB000159";"02/01/2024";"237";"Banco Bradesco S.A.";"1965";"60064,78"
"443033442072024OB000027";"443033442072023LB000159";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"32605,02"
"443033442072024OB000027";"443033442072023LB000159";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"2249,20"
"443033442072024OB000027";"443033442072023LB000159";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"5254,57"
"443033442072024OB000028";"443033442072023LB000152";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"50432,32"
"443033442072024OB000029";"443033442072023LB000151";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"1201300,19"
"443033442072024OB000030";"443033442072023LB000156";"02/01/2024";"";"";"9999";"12095,97"
"443033442072024OB000031";"443033442072023LB000154";"02/01/2024";"237";"Banco Bradesco S.A.";"1965";"2120656,60"
"490100000012024OB000001";"490100000012023LB000013";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"1548005,56"
"490100000012024OB000001";"490100000012023LB000013";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"69280,81"
"490100000012024OB000001";"490100000012023LB000013";"02/01/2024";"104";"Caixa Econômica Federal";"2220";"496778,94"
"490100000012024OB000001";"490100000012023LB000013";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"63521,39"
"490100000012024OB000001";"490100000012023LB000013";"02/01/2024";"341";"Itaú UniBanco S.A.";"1403";"131594,15"
"490100000012024OB000001";"490100000012023LB000013";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"16917,84"
"490100000012024OB000001";"490100000012023LB000013";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"27653,23"
"490100000012024OB000003";"490100000012023LB000012";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"2618,95"
"490100000012024OB000003";"490100000012023LB000012";"02/01/2024";"104";"Caixa Econômica Federal";"2220";"800,00"
"512001572022024OB000001";"512001572022023LB000060";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"156743478,50"
"512001572022024OB000001";"512001572022023LB000060";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"2207";"8086,25"
"512001572022024OB000001";"512001572022023LB000060";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"1007";"1096693,24"
"512001572022024OB000001";"512001572022023LB000060";"02/01/2024";"47";"Banco do Estado de Sergipe S.A.";"0014";"56986,83"
"512001572022024OB000001";"512001572022023LB000060";"02/01/2024";"104";"Caixa Econômica Federal";"0002";"48858541,51"
"512001572022024OB000001";"512001572022023LB000060";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"7063288,57"
"512001572022024OB000001";"512001572022023LB000060";"02/01/2024";"341";"Itaú UniBanco S.A.";"0802";"9109103,30"
