"Código Pagamento";"Código Lista";"Data Emissão";"Código Banco";"Nome Banco";"Agência";"Valor em R$"
"154050152672024OB000004";"154050152672023LB000012";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"129072,13"
"154051152682024OB000005";"154051152682023LB000012";"02/01/2024";"1";"Banco do Brasil S.A.";"0428";"306071,82"
"154051152682024OB000005";"154051152682023LB000012";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"2866,64"
"154051152682024OB000005";"154051152682023LB000012";"02/01/2024";"104";"Caixa Econômica Federal";"0584";"270590,78"
"154051152682024OB000005";"154051152682023LB000012";"02/01/2024";"237";"Banco Bradesco S.A.";"0986";"2090,60"
"154051152682024OB000005";"154051152682023LB000012";"02/01/2024";"341";"Itaú UniBanco S.A.";"3066";"31665,53"
"154051152682024OB000005";"154051152682023LB000012";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"20251,26"
"154055152542024OB000001";"154055152542023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"2757";"10786921,35"
"154055152542024OB000001";"154055152542023LB000024";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3253";"714294,08"
"154055152542024OB000001";"154055152542023LB000024";"02/01/2024";"104";"Caixa Econômica Federal";"0632";"2890420,07"
"154055152542024OB000001";"154055152542023LB000024";"02/01/2024";"237";"Banco Bradesco S.A.";"1448";"500841,99"
"154055152542024OB000001";"154055152542023LB000024";"02/01/2024";"341";"Itaú UniBanco S.A.";"0663";"2259794,31"
"154055152542024OB000001";"154055152542023LB000024";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"42948,26"
"154055152542024OB000001";"154055152542023LB000024";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"626378,00"
"154055152542024OB000004";"154055152542023LB000023";"02/01/2024";"1";"Banco do Brasil S.A.";"2757";"134680,04"
"154055152542024OB000004";"154055152542023LB000023";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3253";"2425,99"
"154055152542024OB000004";"154055152542023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"0632";"31911,58"
"154055152542024OB000004";"154055152542023LB000023";"02/01/2024";"237";"Banco Bradesco S.A.";"1448";"24070,87"
"154055152542024OB000004";"154055152542023LB000023";"02/01/2024";"341";"Itaú UniBanco S.A.";"0663";"16435,35"
"154055152542024OB000004";"154055152542023LB000023";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"20879,86"
"154072152582024OB000001";"154072152582023LB000045";"02/01/2024";"1";"Banco do Brasil S.A.";"3846";"4638966,61"
"154072152582024OB000001";"154072152582023LB000045";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3313";"114416,60"
"154072152582024OB000001";"154072152582023LB000045";"02/01/2024";"104";"Caixa Econômica Federal";"0671";"528800,24"
"154072152582024OB000001";"154072152582023LB000045";"02/01/2024";"237";"Banco Bradesco S.A.";"1152";"72038,56"
"154072152582024OB000001";"154072152582023LB000045";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"37301,57"
"154072152582024OB000002";"154072152582023LB000044";"02/01/2024";"1";"Banco do Brasil S.A.";"3846";"395039,23"
"154072152582024OB000002";"154072152582023LB000044";"02/01/2024";"104";"Caixa Econômica Federal";"0671";"48607,27"
"154072152582024OB000003";"154072152582023LB000043";"02/01/2024";"1";"Banco do Brasil S.A.";"3846";"14982,04"
"154072152582024OB000003";"154072152582023LB000043";"02/01/2024";"104";"Caixa Econômica Federal";"0671";"2775,33"
"154145152642024OB000001";"154145152642023LB000036";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"69073,38"
"154145152642024OB000001";"154145152642023LB000036";"02/01/2024";"104";"Caixa Econômica Federal";"0495";"44823,23"
"154145152642024OB000002";"154145152642023LB000034";"02/01/2024";"1";"Banco do Brasil S.A.";"3798";"1012745,50"
"154145152642024OB000002";"154145152642023LB000034";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"4305";"276394,40"
"154145152642024OB000002";"154145152642023LB000034";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0470";"104453,35"
"154145152642024OB000002";"154145152642023LB000034";"02/01/2024";"104";"Caixa Econômica Federal";"0495";"492868,72"
"154145152642024OB000002";"154145152642023LB000034";"02/01/2024";"237";"Banco Bradesco S.A.";"0387";"31612,06"
"154145152642024OB000002";"154145152642023LB000034";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"18272,10"
"154145152642024OB000002";"154145152642023LB000034";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"43096,86"
"154145152642024OB000003";"154145152642023LB000035";"02/01/2024";"1";"Banco do Brasil S.A.";"3798";"3103,54"
"154145152642024OB000003";"154145152642023LB000035";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"4305";"3547,80"
"154145152642024OB000003";"154145152642023LB000035";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0470";"2016,04"
"154145152642024OB000003";"154145152642023LB000035";"02/01/2024";"104";"Caixa Econômica Federal";"0495";"1720,79"
"154177152672024OB000001";"154177152672023LB000012";"02/01/2024";"1";"Banco do Brasil S.A.";"3611";"4095187,71"
"154177152672024OB000001";"154177152672023LB000012";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3026";"96303,59"
"154177152672024OB000001";"154177152672023LB000012";"02/01/2024";"47";"Banco do Estado de Sergipe S.A.";"0057";"40098,98"
"154177152672024OB000001";"154177152672023LB000012";"02/01/2024";"104";"Caixa Econômica Federal";"1500";"707237,31"
"154177152672024OB000001";"154177152672023LB000012";"02/01/2024";"237";"Banco Bradesco S.A.";"2628";"41289,22"
"154177152672024OB000001";"154177152672023LB000012";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"129489,20"
"154177152672024OB000001";"154177152672023LB000012";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"20975,22"
"154177152672024OB000001";"154177152672023LB000012";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"58316,94"
"154215152782024OB000003";"154215152782023LB000047";"02/01/2024";"1";"Banco do Brasil S.A.";"3575";"113279,98"
"154215152782024OB000003";"154215152782023LB000047";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3191";"7118,82"
"154215152782024OB000003";"154215152782023LB000047";"02/01/2024";"104";"Caixa Econômica Federal";"3101";"4654,57"
"154215152782024OB000003";"154215152782023LB000047";"02/01/2024";"237";"Banco Bradesco S.A.";"0523";"14190,82"
"154215152782024OB000003";"154215152782023LB000047";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"13344,50"
"154215152782024OB000005";"154215152782023LB000045";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"3181,77"
"154215152782024OB000006";"154215152782023LB000046";"02/01/2024";"1";"Banco do Brasil S.A.";"3575";"77579,16"
"154215152782024OB000006";"154215152782023LB000046";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3191";"12536,15"
"154215152782024OB000006";"154215152782023LB000046";"02/01/2024";"104";"Caixa Econômica Federal";"3101";"11558,55"
"154215152782024OB000006";"154215152782023LB000046";"02/01/2024";"237";"Banco Bradesco S.A.";"0523";"7775,53"
"154215152782024OB000006";"154215152782023LB000046";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"23011,42"
"154215152782024OB000023";"154215152782023LB000048";"02/01/2024";"1";"Banco do Brasil S.A.";"3575";"6971368,00"
"154215152782024OB000023";"154215152782023LB000048";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3191";"1590790,53"
"154215152782024OB000023";"154215152782023LB000048";"02/01/2024";"104";"Caixa Econômica Federal";"3101";"1293330,28"
"154215152782024OB000023";"154215152782023LB000048";"02/01/2024";"237";"Banco Bradesco S.A.";"0523";"236885,66"
"154215152782024OB000023";"154215152782023LB000048";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"534945,22"
"154503263522024OB000001";"154503263522023LB000034";"02/01/2024";"1";"Banco do Brasil S.A.";"1897";"48436,53"
"154503263522024OB000001";"154503263522023LB000034";"02/01/2024";"104";"Caixa Econômica Federal";"0344";"10918,56"
"154503263522024OB000001";"154503263522023LB000034";"02/01/2024";"237";"Banco Bradesco S.A.";"0413";"7685,75"
"154503263522024OB000001";"154503263522023LB000034";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"19023,85"
"154503263522024OB000002";"154503263522023LB000036";"02/01/2024";"1";"Banco do Brasil S.A.";"1897";"55825,78"
"154503263522024OB000002";"154503263522023LB000036";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"4353";"22746,98"
"154503263522024OB000002";"154503263522023LB000036";"02/01/2024";"104";"Caixa Econômica Federal";"0344";"3883,78"
"154503263522024OB000002";"154503263522023LB000036";"02/01/2024";"237";"Banco Bradesco S.A.";"0413";"1057,52"
"154503263522024OB000002";"154503263522023LB000036";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"14541,59"
"154503263522024OB000003";"154503263522023LB000035";"02/01/2024";"1";"Banco do Brasil S.A.";"1897";"10791720,93"
"154503263522024OB000003";"154503263522023LB000035";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"4353";"1688032,11"
"154503263522024OB000003";"154503263522023LB000035";"02/01/2024";"104";"Caixa Econômica Federal";"0344";"1865370,04"
"154503263522024OB000003";"154503263522023LB000035";"02/01/2024";"237";"Banco Bradesco S.A.";"0413";"1255896,06"
"154503263522024OB000003";"154503263522023LB000035";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"2546644,92"
"154503263522024OB000003";"154503263522023LB000035";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"8666,27"
"155007264432024OB000002";"155007264432023LB000036";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"306394,91"
"155007264432024OB000002";"155007264432023LB000036";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"4290";"41205,30"
"155007264432024OB000002";"155007264432023LB000036";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"20214,41"
"155007264432024OB000002";"155007264432023LB000036";"02/01/2024";"47";"Banco do Estado de Sergipe S.A.";"0014";"2395,73"
"155007264432024OB000002";"155007264432023LB000036";"02/01/2024";"70";"BRB - Banco de Brasília S.A.";"0100";"11534,94"
"155007264432024OB000002";"155007264432023LB000036";"02/01/2024";"104";"Caixa Econômica Federal";"0664";"228845,23"
"155007264432024OB000002";"155007264432023LB000036";"02/01/2024";"237";"Banco Bradesco S.A.";"2962";"63303,95"
"155007264432024OB000002";"155007264432023LB000036";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"46559,27"
"155007264432024OB000002";"155007264432023LB000036";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0900";"7799,98"
"155007264432024OB000002";"155007264432023LB000036";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"7449,90"
"155007264432024OB000003";"155007264432023LB000037";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"9519446,21"
"155007264432024OB000003";"155007264432023LB000037";"02/01/2024";"104";"Caixa Econômica Federal";"0664";"5587717,97"
"155007264432024OB000004";"155007264432023LB000038";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"183036999,85"
"155007264432024OB000004";"155007264432023LB000038";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"4290";"27568272,60"
"155007264432024OB000004";"155007264432023LB000038";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"2766181,53"
"155007264432024OB000004";"155007264432023LB000038";"02/01/2024";"47";"Banco do Estado de Sergipe S.A.";"0014";"1219327,28"
"155007264432024OB000004";"155007264432023LB000038";"02/01/2024";"70";"BRB - Banco de Brasília S.A.";"0100";"1677113,13"
"155007264432024OB000004";"155007264432023LB000038";"02/01/2024";"104";"Caixa Econômica Federal";"0664";"59013523,01"
"155007264432024OB000004";"155007264432023LB000038";"02/01/2024";"237";"Banco Bradesco S.A.";"2219";"27161005,04"
"155007264432024OB000004";"155007264432023LB000038";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"20332191,32"
"155007264432024OB000004";"155007264432023LB000038";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0900";"8357167,77"
"155007264432024OB000004";"155007264432023LB000038";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"6949521,01"
"158125264222024OB000001";"158125264222023LB000035";"02/01/2024";"1";"Banco do Brasil S.A.";"0095";"82186,75"
"158125264222024OB000001";"158125264222023LB000035";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"7629,90"
"158125264222024OB000001";"158125264222023LB000035";"02/01/2024";"104";"Caixa Econômica Federal";"0411";"55397,34"
"158125264222024OB000001";"158125264222023LB000035";"02/01/2024";"237";"Banco Bradesco S.A.";"0367";"31846,74"
"158125264222024OB000001";"158125264222023LB000035";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"2581,44"
"158125264222024OB000001";"158125264222023LB000035";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"1544,40"
"158125264222024OB000001";"158125264222023LB000035";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"3869,62"
"158125264222024OB000002";"158125264222023LB000034";"02/01/2024";"1";"Banco do Brasil S.A.";"0095";"1047415,77"
"158125264222024OB000002";"158125264222023LB000034";"02/01/2024";"104";"Caixa Econômica Federal";"0411";"453543,35"
"158125264222024OB000016";"158125264222023LB000036";"02/01/2024";"1";"Banco do Brasil S.A.";"0095";"18030598,00"
"158125264222024OB000016";"158125264222023LB000036";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"863917,27"
"158125264222024OB000016";"158125264222023LB000036";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"81061,97"
"158125264222024OB000017";"158125264222023LB000037";"02/01/2024";"104";"Caixa Econômica Federal";"0411";"7230840,98"
"158125264222024OB000017";"158125264222023LB000037";"02/01/2024";"237";"Banco Bradesco S.A.";"0333";"656284,08"
"158125264222024OB000017";"158125264222023LB000037";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"777123,12"
"158125264222024OB000017";"158125264222023LB000037";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"231078,51"
"158125264222024OB000017";"158125264222023LB000037";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"334472,43"
"158133264052024OB000011";"158133264052023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"0008";"300896,77"
"158133264052024OB000011";"158133264052023LB000024";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3508";"9102,62"
"158133264052024OB000011";"158133264052023LB000024";"02/01/2024";"104";"Caixa Econômica Federal";"1956";"166432,76"
"158133264052024OB000011";"158133264052023LB000024";"02/01/2024";"237";"Banco Bradesco S.A.";"0621";"50850,26"
"158133264052024OB000011";"158133264052023LB000024";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"38166,18"
"158133264052024OB000024";"158133264052023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"1956";"2273,73"
"158133264052024OB000024";"158133264052023LB000023";"02/01/2024";"237";"Banco Bradesco S.A.";"0621";"769,04"
"158135264162024OB000015";"158135264162023LB000262";"02/01/2024";"1";"Banco do Brasil S.A.";"1674";"6909956,47"
"158135264162024OB000016";"158135264162023LB000263";"02/01/2024";"1";"Banco do Brasil S.A.";"1674";"5000000,00"
"158135264162024OB000017";"158135264162023LB000265";"02/01/2024";"1";"Banco do Brasil S.A.";"1674";"3000000,00"
"158135264162024OB000018";"158135264162023LB000264";"02/01/2024";"1";"Banco do Brasil S.A.";"1674";"4000000,00"
"158135264162024OB000019";"158135264162023LB000261";"02/01/2024";"1";"Banco do Brasil S.A.";"1674";"6000000,00"
"158135264162024OB000020";"158135264162023LB000267";"02/01/2024";"104";"Caixa Econômica Federal";"3249";"3751120,95"
"158135264162024OB000021";"158135264162023LB000266";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"1101479,64"
"158135264162024OB000022";"158135264162023LB000270";"02/01/2024";"1";"Banco do Brasil S.A.";"1674";"604865,04"
"158135264162024OB000023";"158135264162023LB000269";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"1184327,00"
"158135264162024OB000024";"158135264162023LB000268";"02/01/2024";"237";"Banco Bradesco S.A.";"1939";"1313415,33"
"158135264162024OB000025";"158135264162023LB000271";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"34278,67"
"158135264162024OB000026";"158135264162023LB000272";"02/01/2024";"104";"Caixa Econômica Federal";"3249";"89445,95"
"158135264162024OB000027";"158135264162023LB000274";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"52370,72"
"158135264162024OB000028";"158135264162023LB000273";"02/01/2024";"237";"Banco Bradesco S.A.";"1939";"44284,10"
"158135264162024OB000029";"158135264162023LB000275";"02/01/2024";"1";"Banco do Brasil S.A.";"1674";"207502,06"
"158135264162024OB000030";"158135264162023LB000278";"02/01/2024";"237";"Banco Bradesco S.A.";"1939";"66696,27"
"158135264162024OB000031";"158135264162023LB000277";"02/01/2024";"104";"Caixa Econômica Federal";"3249";"85703,94"
"158135264162024OB000032";"158135264162023LB000276";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"9116,80"
"158135264162024OB000033";"158135264162023LB000279";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"45757,49"
"158135264162024OB000034";"158135264162023LB000282";"02/01/2024";"1";"Banco do Brasil S.A.";"1674";"2477369,40"
"158135264162024OB000035";"158135264162023LB000280";"02/01/2024";"1";"Banco do Brasil S.A.";"1674";"63651,16"
"158135264162024OB000036";"158135264162023LB000283";"02/01/2024";"104";"Caixa Econômica Federal";"3249";"324481,84"
"158135264162024OB000037";"158135264162023LB000284";"02/01/2024";"104";"Caixa Econômica Federal";"3249";"915,25"
"158135264162024OB000038";"158135264162023LB000281";"02/01/2024";"104";"Caixa Econômica Federal";"3249";"10512,10"
"158136264182024OB000001";"158136264182023LB000023";"02/01/2024";"1";"Banco do Brasil S.A.";"2889";"302198,68"
"158136264182024OB000001";"158136264182023LB000023";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"4500";"49380,44"
"158136264182024OB000001";"158136264182023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"0050";"134578,48"
"158136264182024OB000001";"158136264182023LB000023";"02/01/2024";"237";"Banco Bradesco S.A.";"3935";"54091,87"
"158136264182024OB000001";"158136264182023LB000023";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"59072,79"
"158136264182024OB000004";"158136264182023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"4201";"1730997,03"
"158136264182024OB000004";"158136264182023LB000024";"02/01/2024";"104";"Caixa Econômica Federal";"0050";"508571,96"
"158138264172024OB000002";"158138264172023LB000046";"02/01/2024";"1";"Banco do Brasil S.A.";"1618";"23379629,96"
"158138264172024OB000002";"158138264172023LB000046";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0213";"1072576,79"
"158138264172024OB000002";"158138264172023LB000046";"02/01/2024";"104";"Caixa Econômica Federal";"1010";"10469946,17"
"158138264172024OB000002";"158138264172023LB000046";"02/01/2024";"237";"Banco Bradesco S.A.";"0435";"1795788,26"
"158138264172024OB000003";"158138264172023LB000047";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"456284,97"
"158138264172024OB000003";"158138264172023LB000047";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"3239605,91"
"158138264172024OB000003";"158138264172023LB000047";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"5801210,67"
"158138264172024OB000004";"158138264172023LB000045";"02/01/2024";"1";"Banco do Brasil S.A.";"4201";"1142787,72"
"158138264172024OB000004";"158138264172023LB000045";"02/01/2024";"104";"Caixa Econômica Federal";"1010";"475130,50"
"158138264172024OB000005";"158138264172023LB000048";"02/01/2024";"1";"Banco do Brasil S.A.";"1618";"206510,92"
"158138264172024OB000005";"158138264172023LB000048";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0213";"7887,50"
"158138264172024OB000005";"158138264172023LB000048";"02/01/2024";"104";"Caixa Econômica Federal";"1010";"155898,51"
"158138264172024OB000005";"158138264172023LB000048";"02/01/2024";"237";"Banco Bradesco S.A.";"0435";"22234,03"
"158138264172024OB000005";"158138264172023LB000048";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"16467,36"
"158138264172024OB000005";"158138264172023LB000048";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"6623,21"
"158138264172024OB000005";"158138264172023LB000048";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"10831,91"
"158145264272024OB000035";"158145264272023LB000024";"02/01/2024";"104";"Caixa Econômica Federal";"1416";"570060,88"
"158145264272024OB000038";"158145264272023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"1416";"13712,46"
"158148264212024OB000002";"158148264212023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"2757";"10295204,15"
"158148264212024OB000002";"158148264212023LB000024";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"305326,64"
"158148264212024OB000002";"158148264212023LB000024";"02/01/2024";"104";"Caixa Econômica Federal";"0632";"3313605,75"
"158148264212024OB000002";"158148264212023LB000024";"02/01/2024";"237";"Banco Bradesco S.A.";"0153";"637718,83"
"158148264212024OB000002";"158148264212023LB000024";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"316587,91"
"158148264212024OB000002";"158148264212023LB000024";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"38861,45"
"158148264212024OB000002";"158148264212023LB000024";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"985570,17"
"158148264212024OB000003";"158148264212023LB000023";"02/01/2024";"1";"Banco do Brasil S.A.";"2757";"27192,52"
"158148264212024OB000003";"158148264212023LB000023";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"6583,42"
"158148264212024OB000003";"158148264212023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"0632";"23390,78"
"158148264212024OB000003";"158148264212023LB000023";"02/01/2024";"237";"Banco Bradesco S.A.";"0153";"15569,72"
"158148264212024OB000003";"158148264212023LB000023";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"4513,36"
"158148264212024OB000003";"158148264212023LB000023";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"1980,00"
"158148264212024OB000003";"158148264212023LB000023";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"8872,04"
"158150264262024OB000001";"158150264262023LB000046";"02/01/2024";"1";"Banco do Brasil S.A.";"3575";"31185,05"
"158150264262024OB000001";"158150264262023LB000046";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"5205,36"
"158150264262024OB000001";"158150264262023LB000046";"02/01/2024";"104";"Caixa Econômica Federal";"4707";"5276,09"
"158150264262024OB000001";"158150264262023LB000046";"02/01/2024";"237";"Banco Bradesco S.A.";"0523";"9893,04"
"158150264262024OB000001";"158150264262023LB000046";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"386,00"
"158150264262024OB000002";"158150264262023LB000048";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"411047,58"
"158150264262024OB000002";"158150264262023LB000048";"02/01/2024";"104";"Caixa Econômica Federal";"4707";"70946,62"
"158150264262024OB000016";"158150264262023LB000047";"02/01/2024";"1";"Banco do Brasil S.A.";"3575";"31202,35"
"158150264262024OB000016";"158150264262023LB000047";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"1841,24"
"158150264262024OB000016";"158150264262023LB000047";"02/01/2024";"104";"Caixa Econômica Federal";"4707";"1854,62"
"158150264262024OB000017";"158150264262023LB000045";"02/01/2024";"1";"Banco do Brasil S.A.";"3575";"4311374,80"
"158150264262024OB000017";"158150264262023LB000045";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"754427,87"
"158150264262024OB000017";"158150264262023LB000045";"02/01/2024";"104";"Caixa Econômica Federal";"4707";"384605,96"
"158150264262024OB000017";"158150264262023LB000045";"02/01/2024";"237";"Banco Bradesco S.A.";"0523";"264891,54"
"158150264262024OB000017";"158150264262023LB000045";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"442728,64"
"158150264262024OB000017";"158150264262023LB000045";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0809";"11555,73"
"158151264062024OB000002";"158151264062023LB000034";"02/01/2024";"1";"Banco do Brasil S.A.";"3665";"24013899,99"
"158151264062024OB000002";"158151264062023LB000034";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"1620167,54"
"158151264062024OB000002";"158151264062023LB000034";"02/01/2024";"104";"Caixa Econômica Federal";"0823";"23236551,61"
"158151264062024OB000002";"158151264062023LB000034";"02/01/2024";"237";"Banco Bradesco S.A.";"1895";"590922,61"
"158151264062024OB000002";"158151264062023LB000034";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"1460007,89"
"158151264062024OB000002";"158151264062023LB000034";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"1010591,76"
"158151264062024OB000005";"158151264062023LB000035";"02/01/2024";"1";"Banco do Brasil S.A.";"3665";"110072,83"
"158151264062024OB000005";"158151264062023LB000035";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"3377,74"
"158151264062024OB000005";"158151264062023LB000035";"02/01/2024";"104";"Caixa Econômica Federal";"0823";"110098,44"
"158151264062024OB000005";"158151264062023LB000035";"02/01/2024";"237";"Banco Bradesco S.A.";"1895";"13697,84"
"158151264062024OB000005";"158151264062023LB000035";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"5172,99"
"158151264062024OB000005";"158151264062023LB000035";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"367,46"
"158151264062024OB000006";"158151264062023LB000036";"02/01/2024";"1";"Banco do Brasil S.A.";"3665";"633754,95"
"158151264062024OB000006";"158151264062023LB000036";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"4722,15"
"158151264062024OB000006";"158151264062023LB000036";"02/01/2024";"104";"Caixa Econômica Federal";"0823";"540651,28"
"158151264062024OB000006";"158151264062023LB000036";"02/01/2024";"237";"Banco Bradesco S.A.";"1895";"41701,09"
"158151264062024OB000006";"158151264062023LB000036";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"32543,03"
"158151264062024OB000006";"158151264062023LB000036";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"17433,75"
"158155264352024OB000001";"158155264352023LB000045";"02/01/2024";"1";"Banco do Brasil S.A.";"3795";"25760356,81"
"158155264352024OB000001";"158155264352023LB000045";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"843304,26"
"158155264352024OB000001";"158155264352023LB000045";"02/01/2024";"104";"Caixa Econômica Federal";"1406";"18671305,21"
"158155264352024OB000001";"158155264352023LB000045";"02/01/2024";"237";"Banco Bradesco S.A.";"2134";"840020,98"
"158155264352024OB000001";"158155264352023LB000045";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"529774,47"
"158155264352024OB000001";"158155264352023LB000045";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"478771,80"
"158155264352024OB000001";"158155264352023LB000045";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"1743230,88"
