"Código Pagamento";"Código Lista";"Data Emissão";"Código Sequência";"Valor Lançamento em R$";"Valor Desconto em R$";"Valor Juros em R$";"Valor Dedução em R$";"Valor Acréscimo em R$"
"153045152242024OB000069";"153045152242023LF000500";"02/01/2024";"1";"1236,63";"0,00";"0,00";"0,00";"0,00"
"153045152242024OB000072";"153045152242023LF000504";"02/01/2024";"1";"1650,45";"0,00";"0,00";"0,00";"0,00"
"153045152242024OB000073";"153045152242023LF000505";"02/01/2024";"1";"1757,84";"0,00";"0,00";"0,00";"0,00"
"153045152242024OB000077";"153045152242023LF000502";"02/01/2024";"1";"1602,22";"0,00";"0,00";"0,00";"0,00"
"153045152242024OB000079";"153045152242023LF000503";"02/01/2024";"1";"1650,45";"0,00";"0,00";"0,00";"0,00"
"153045152242024OB000087";"153045152242023LF000507";"02/01/2024";"1";"85175,13";"0,00";"0,00";"0,00";"0,00"
"153045152242024OB000089";"153045152242023LF000506";"02/01/2024";"1";"628254,05";"0,00";"0,00";"0,00";"0,00"
"153045152242024OB000091";"153045152242023LF000509";"02/01/2024";"1";"67456,13";"0,00";"0,00";"0,00";"0,00"
"153045152242024OB000096";"153045152242023LF000510";"02/01/2024";"1";"168,41";"0,00";"0,00";"0,00";"0,00"
"153045152242024OB000101";"153045152242023LF000511";"02/01/2024";"1";"7891,12";"0,00";"0,00";"0,00";"0,00"
"153045152242024OB000101";"153045152242023LF000511";"02/01/2024";"2";"290,84";"0,00";"0,00";"0,00";"0,00"
"153045152242024OB000101";"153045152242023LF000511";"02/01/2024";"3";"665,82";"0,00";"0,00";"0,00";"0,00"
"153045152242024OB000101";"153045152242023LF000511";"02/01/2024";"4";"6111,02";"0,00";"0,00";"0,00";"0,00"
"153045152242024OB000101";"153045152242023LF000511";"02/01/2024";"5";"3547,68";"0,00";"0,00";"0,00";"0,00"
"153046152252024OB000009";"153046152252023LF000913";"02/01/2024";"1";"2232,65";"0,00";"0,00";"0,00";"0,00"
"153046152252024OB000009";"153046152252023LF000913";"02/01/2024";"2";"27178,28";"0,00";"0,00";"0,00";"0,00"
"153046152252024OB000030";"153046152252023LF000900";"02/01/2024";"1";"572288,74";"0,00";"0,00";"0,00";"0,00"
"153047152252024OB000002";"153047152252023LF000019";"02/01/2024";"1";"9716,43";"0,00";"0,00";"0,00";"0,00"
"153047152252024OB000002";"153047152252023LF000019";"02/01/2024";"2";"190,96";"0,00";"0,00";"0,00";"0,00"
"153052152262024OB000006";"153052152262023LF000648";"02/01/2024";"1";"26209,01";"0,00";"0,00";"0,00";"0,00"
"153052152262024OB000007";"153052152262023LF000649";"02/01/2024";"1";"2742,50";"0,00";"0,00";"0,00";"0,00"
"153054152262024OB000015";"153054152262023LF000013";"02/01/2024";"1";"4433,55";"0,00";"0,00";"0,00";"0,00"
"153054152262024OB000015";"153054152262023LF000013";"02/01/2024";"2";"52,36";"0,00";"0,00";"0,00";"0,00"
"153056152272024OB000011";"153056152272023LF000660";"02/01/2024";"1";"50705,57";"0,00";"0,00";"0,00";"0,00"
"153056152272024OB000011";"153056152272023LF000660";"02/01/2024";"2";"7797,12";"0,00";"0,00";"0,00";"0,00"
"153057152272024OB000012";"153057152272023LF000013";"02/01/2024";"1";"7846,96";"0,00";"0,00";"0,00";"0,00"
"153061152282024OB000017";"153061152282023LF000675";"02/01/2024";"1";"12963,74";"0,00";"0,00";"0,00";"0,00"
"153061152282024OB000023";"153061152282023LF000687";"02/01/2024";"1";"1209,98";"0,00";"0,00";"0,00";"0,00"
"153061152282024OB000024";"153061152282023LF000685";"02/01/2024";"1";"16877,04";"0,00";"0,00";"0,00";"0,00"
"153061152282024OB000024";"153061152282023LF000685";"02/01/2024";"2";"1822,23";"0,00";"0,00";"0,00";"0,00"
"153061152282024OB000025";"153061152282023LF000707";"02/01/2024";"1";"38183,39";"0,00";"0,00";"0,00";"0,00"
"153062152292024OB000007";"153062152292023LF000038";"02/01/2024";"1";"45165,16";"0,00";"0,00";"0,00";"0,00"
"153062152292024OB000008";"153062152292023LF000039";"02/01/2024";"1";"5936,84";"0,00";"0,00";"0,00";"0,00"
"153062152292024OB000018";"153062152292023LF000040";"02/01/2024";"1";"13765,10";"0,00";"0,00";"0,00";"0,00"
"153063152302024OB000015";"153063152302023LF000363";"02/01/2024";"1";"5136,09";"0,00";"0,00";"0,00";"0,00"
"153063152302024OB000022";"153063152302023LF000357";"02/01/2024";"1";"54979,02";"0,00";"0,00";"0,00";"0,00"
"153063152302024OB000035";"153063152302023LF000364";"02/01/2024";"1";"510,66";"0,00";"0,00";"0,00";"0,00"
"153065152312024OB000007";"153065152312023LF000070";"02/01/2024";"1";"77109,61";"0,00";"0,00";"0,00";"0,00"
"153065152312024OB000009";"153065152312023LF000069";"02/01/2024";"1";"11639,05";"0,00";"0,00";"0,00";"0,00"
"153066152312024OB000006";"153066152312023LF000168";"02/01/2024";"1";"304560,24";"0,00";"0,00";"0,00";"0,00"
"153079152322024OB000018";"153079152322023LF001437";"02/01/2024";"1";"44094,59";"0,00";"0,00";"0,00";"0,00"
"153079152322024OB000019";"153079152322023LF001436";"02/01/2024";"1";"2916,15";"0,00";"0,00";"0,00";"0,00"
"153079152322024OB000023";"153079152322023LF001434";"02/01/2024";"1";"2074,97";"0,00";"0,00";"0,00";"0,00"
"153079152322024OB000026";"153079152322023LF001435";"02/01/2024";"1";"2074,97";"0,00";"0,00";"0,00";"0,00"
"153080152332024OB000005";"153080152332023LF000024";"02/01/2024";"1";"41641,76";"0,00";"0,00";"0,00";"0,00"
"153080152332024OB000007";"153080152332023LF000025";"02/01/2024";"1";"9781,63";"0,00";"0,00";"0,00";"0,00"
"153094152332024OB000016";"153094152332023LF000024";"02/01/2024";"1";"551,32";"0,00";"0,00";"0,00";"0,00"
"153094152332024OB000019";"153094152332023LF000023";"02/01/2024";"1";"13118,43";"0,00";"0,00";"0,00";"0,00"
"153103152342024OB000028";"153103152342023LF000609";"02/01/2024";"1";"7558,31";"0,00";"0,00";"0,00";"0,00"
"153103152342024OB000028";"153103152342023LF000609";"02/01/2024";"2";"64892,92";"0,00";"0,00";"0,00";"0,00"
"153103152342024OB000051";"153103152342023LF000615";"02/01/2024";"1";"80,57";"0,00";"0,00";"0,00";"0,00"
"153114152352024OB000036";"153114152352023LF000527";"02/01/2024";"1";"37738,04";"0,00";"0,00";"0,00";"0,00"
"153114152352024OB000038";"153114152352023LF000528";"02/01/2024";"1";"6608,67";"0,00";"0,00";"0,00";"0,00"
"153114152352024OB000061";"153114152352023LF000520";"02/01/2024";"1";"123622,20";"0,00";"0,00";"0,00";"0,00"
"153114152352024OB000061";"153114152352023LF000520";"02/01/2024";"2";"146399,46";"0,00";"0,00";"0,00";"0,00"
"153114152352024OB000061";"153114152352023LF000520";"02/01/2024";"3";"44040,30";"0,00";"0,00";"0,00";"0,00"
"153114152352024OB000061";"153114152352023LF000520";"02/01/2024";"4";"666408,36";"0,00";"0,00";"0,00";"0,00"
"153114152352024OB000061";"153114152352023LF000520";"02/01/2024";"5";"38891,67";"0,00";"0,00";"0,00";"0,00"
"153114152352024OB000061";"153114152352023LF000520";"02/01/2024";"6";"231860,41";"0,00";"0,00";"0,00";"0,00"
"153115152362024OB000014";"153115152362023LF001048";"02/01/2024";"1";"81412,31";"0,00";"0,00";"0,00";"0,00"
"153115152362024OB000016";"153115152362023LF001049";"02/01/2024";"1";"15886,18";"0,00";"0,00";"0,00";"0,00"
"153115152362024OB000024";"153115152362023LF001045";"02/01/2024";"1";"18754,00";"0,00";"0,00";"0,00";"0,00"
"153115152362024OB000027";"153115152362023LF001043";"02/01/2024";"1";"4695,19";"0,00";"0,00";"0,00";"0,00"
"153115152362024OB000028";"153115152362023LF001044";"02/01/2024";"1";"14952,09";"0,00";"0,00";"0,00";"0,00"
"153115152362024OB000029";"153115152362023LF001047";"02/01/2024";"1";"61583,89";"0,00";"0,00";"0,00";"0,00"
"153115152362024OB000029";"153115152362023LF001047";"02/01/2024";"2";"12827,76";"0,00";"0,00";"0,00";"0,00"
"153115152362024OB000030";"153115152362023LF001046";"02/01/2024";"1";"19848,30";"0,00";"0,00";"0,00";"0,00"
"153163152372024OB000023";"153163152372023LF000652";"02/01/2024";"1";"2805,53";"0,00";"0,00";"0,00";"0,00"
"153163152372024OB000023";"153163152372023LF000652";"02/01/2024";"2";"30691,54";"0,00";"0,00";"0,00";"0,00"
"153163152372024OB000050";"153163152372024LF000001";"02/01/2024";"1";"1093,06";"0,00";"0,00";"0,00";"0,00"
"153164152382024OB000004";"153164152382023LF000930";"02/01/2024";"1";"43511,41";"0,00";"0,00";"0,00";"0,00"
"153164152382024OB000004";"153164152382023LF000930";"02/01/2024";"2";"4364,92";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000004";"153165152392023LF000307";"02/01/2024";"1";"19398,64";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000007";"153165152392023LF000306";"02/01/2024";"1";"5997,31";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000034";"153165152392023LF000303";"02/01/2024";"1";"149,15";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000035";"153165152392023LF000304";"02/01/2024";"1";"122,33";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000035";"153165152392023LF000304";"02/01/2024";"2";"76,15";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000036";"153165152392023LF000308";"02/01/2024";"1";"126,61";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000036";"153165152392023LF000308";"02/01/2024";"2";"126,61";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000036";"153165152392023LF000308";"02/01/2024";"3";"126,61";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000037";"153165152392023LF000309";"02/01/2024";"1";"158,65";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000038";"153165152392023LF000314";"02/01/2024";"1";"78,14";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000039";"153165152392023LF000310";"02/01/2024";"1";"1380,18";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000059";"153165152392023LF000315";"02/01/2024";"1";"2871,44";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000061";"153165152392023LF000316";"02/01/2024";"1";"76,15";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000061";"153165152392023LF000316";"02/01/2024";"10";"11854,89";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000061";"153165152392023LF000316";"02/01/2024";"11";"76,15";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000061";"153165152392023LF000316";"02/01/2024";"2";"7789,47";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000061";"153165152392023LF000316";"02/01/2024";"3";"77,84";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000061";"153165152392023LF000316";"02/01/2024";"4";"97,67";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000061";"153165152392023LF000316";"02/01/2024";"5";"1526,70";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000061";"153165152392023LF000316";"02/01/2024";"6";"77,84";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000061";"153165152392023LF000316";"02/01/2024";"7";"77,84";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000061";"153165152392023LF000316";"02/01/2024";"8";"77,84";"0,00";"0,00";"0,00";"0,00"
"153165152392024OB000061";"153165152392023LF000316";"02/01/2024";"9";"2295,56";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000008";"153166152402023LF000469";"02/01/2024";"1";"18166,21";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000012";"153166152402023LF000468";"02/01/2024";"1";"4560,43";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000023";"153166152402023LF000470";"02/01/2024";"1";"1163,20";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000024";"153166152402023LF000471";"02/01/2024";"1";"1042,50";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000025";"153166152402023LF000472";"02/01/2024";"1";"294,83";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000026";"153166152402023LF000476";"02/01/2024";"1";"1039,32";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000027";"153166152402023LF000473";"02/01/2024";"1";"9244,21";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000028";"153166152402023LF000474";"02/01/2024";"1";"1030,08";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000029";"153166152402023LF000477";"02/01/2024";"1";"1600,86";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000030";"153166152402023LF000475";"02/01/2024";"1";"1038,03";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000031";"153166152402023LF000478";"02/01/2024";"1";"38194,17";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000031";"153166152402023LF000478";"02/01/2024";"2";"71083,89";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000031";"153166152402023LF000478";"02/01/2024";"3";"100460,71";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000031";"153166152402023LF000478";"02/01/2024";"4";"92645,24";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000031";"153166152402023LF000478";"02/01/2024";"5";"73570,31";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000031";"153166152402023LF000478";"02/01/2024";"6";"1274,26";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000031";"153166152402023LF000478";"02/01/2024";"7";"101299,55";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000032";"153166152402023LF000479";"02/01/2024";"1";"11757,38";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000032";"153166152402023LF000479";"02/01/2024";"2";"21324,79";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000032";"153166152402023LF000479";"02/01/2024";"3";"10668,19";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000032";"153166152402023LF000479";"02/01/2024";"4";"1163,20";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000038";"153166152402023LF000438";"02/01/2024";"1";"2028,59";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000044";"153166152402023LF000439";"02/01/2024";"1";"619,29";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000051";"153166152402023LF000480";"02/01/2024";"1";"1116,19";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000054";"153166152402023LF000482";"02/01/2024";"1";"1042,71";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000055";"153166152402023LF000481";"02/01/2024";"1";"1046,14";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000056";"153166152402023LF000483";"02/01/2024";"1";"1045,55";"0,00";"0,00";"0,00";"0,00"
"153166152402024OB000077";"153166152402023LF000437";"02/01/2024";"1";"245,69";"0,00";"0,00";"0,00";"0,00"
"153167152012024OB000024";"153167152012023LF000148";"02/01/2024";"1";"19572,94";"0,00";"0,00";"0,00";"0,00"
"153167152012024OB000025";"153167152012023LF000147";"02/01/2024";"1";"3170,92";"0,00";"0,00";"0,00";"0,00"
"153173152532024OB000013";"153173152532023LF000208";"02/01/2024";"1";"7707,67";"0,00";"0,00";"0,00";"0,00"
"153173152532024OB000014";"153173152532023LF000209";"02/01/2024";"1";"754,86";"0,00";"0,00";"0,00";"0,00"
"153173152532024OB000017";"153173152532023LF000196";"02/01/2024";"1";"48257,13";"0,00";"0,00";"0,00";"0,00"
"153173152532024OB000018";"153173152532023LF000206";"02/01/2024";"1";"24057,58";"0,00";"0,00";"0,00";"0,00"
"153173152532024OB000019";"153173152532023LF000197";"02/01/2024";"1";"48115,15";"0,00";"0,00";"0,00";"0,00"
"153173152532024OB000020";"153173152532023LF000203";"02/01/2024";"1";"24057,58";"0,00";"0,00";"0,00";"0,00"
"153173152532024OB000021";"153173152532023LF000192";"02/01/2024";"1";"6677,26";"0,00";"0,00";"0,00";"0,00"
"153176152462024OB000001";"153176152462023LF000118";"02/01/2024";"1";"995,15";"0,00";"0,00";"0,00";"0,00"
"153289152292024OB000001";"153289152292023LF000037";"02/01/2024";"1";"275,00";"0,00";"0,00";"0,00";"0,00"
"153808152322024OB000014";"153808152322023LF000025";"02/01/2024";"1";"126,28";"0,00";"0,00";"0,00";"0,00"
"153808152322024OB000015";"153808152322023LF000024";"02/01/2024";"1";"9903,32";"0,00";"0,00";"0,00";"0,00"
"153978262902024OB000003";"153978262902023LF000092";"02/01/2024";"1";"2778,94";"0,00";"0,00";"0,00";"0,00"
"153978262902024OB000003";"153978262902023LF000092";"02/01/2024";"2";"83,16";"0,00";"0,00";"0,00";"0,00"
"153978262902024OB000027";"153978262902023LF000094";"02/01/2024";"1";"971,75";"0,00";"0,00";"0,00";"0,00"
"154003152792024OB000016";"154003152792023LF000119";"02/01/2024";"1";"3648,54";"0,00";"0,00";"0,00";"0,00"
"154003152792024OB000016";"154003152792023LF000119";"02/01/2024";"2";"61,73";"0,00";"0,00";"0,00";"0,00"
"154032152702024OB000004";"154032152702023LF000230";"02/01/2024";"1";"1910,12";"0,00";"0,00";"0,00";"0,00"
"154032152702024OB000006";"154032152702023LF000214";"02/01/2024";"1";"6033,32";"0,00";"0,00";"0,00";"0,00"
"154032152702024OB000007";"154032152702023LF000229";"02/01/2024";"1";"117,17";"0,00";"0,00";"0,00";"0,00"
"154034152552024OB000014";"154034152552023LF000229";"02/01/2024";"1";"16619,57";"0,00";"0,00";"0,00";"0,00"
"154034152552024OB000014";"154034152552023LF000229";"02/01/2024";"2";"1200,59";"0,00";"0,00";"0,00";"0,00"
"154034152552024OB000039";"154034152552023LF000225";"02/01/2024";"1";"17621,66";"0,00";"0,00";"0,00";"0,00"
"154034152552024OB000041";"154034152552023LF000227";"02/01/2024";"1";"18924,55";"0,00";"0,00";"0,00";"0,00"
"154034152552024OB000043";"154034152552023LF000228";"02/01/2024";"1";"41616,61";"0,00";"0,00";"0,00";"0,00"
"154039152562024OB000004";"154039152562023LF000181";"02/01/2024";"1";"30351,24";"0,00";"0,00";"0,00";"0,00"
"154039152562024OB000004";"154039152562023LF000181";"02/01/2024";"2";"2118,17";"0,00";"0,00";"0,00";"0,00"
"154040152572024OB000021";"154040152572023LF002567";"02/01/2024";"1";"3421,01";"0,00";"0,00";"0,00";"0,00"
"154040152572024OB000022";"154040152572023LF002566";"02/01/2024";"1";"39281,81";"0,00";"0,00";"0,00";"0,00"
"154041152582024OB000005";"154041152582023LF000179";"02/01/2024";"1";"31399,96";"0,00";"0,00";"0,00";"0,00"
"154041152582024OB000005";"154041152582023LF000179";"02/01/2024";"2";"2392,42";"0,00";"0,00";"0,00";"0,00"
"154041152582024OB000017";"154041152582023LF000172";"02/01/2024";"1";"5832,39";"0,00";"0,00";"0,00";"0,00"
"154041152582024OB000017";"154041152582023LF000172";"02/01/2024";"2";"16212,89";"0,00";"0,00";"0,00";"0,00"
"154041152582024OB000024";"154041152582023LF000181";"02/01/2024";"1";"996,13";"0,00";"0,00";"0,00";"0,00"
"154041152582024OB000024";"154041152582023LF000181";"02/01/2024";"2";"2706,16";"0,00";"0,00";"0,00";"0,00"
"154042152592024OB000020";"154042152592023LF001062";"02/01/2024";"1";"14709,85";"0,00";"0,00";"0,00";"0,00"
"154042152592024OB000024";"154042152592023LF001063";"02/01/2024";"1";"1033,36";"0,00";"0,00";"0,00";"0,00"
"154043152602024OB000005";"154043152602023LF000422";"02/01/2024";"1";"44188,72";"0,00";"0,00";"0,00";"0,00"
"154043152602024OB000020";"154043152602023LF000423";"02/01/2024";"1";"2361,49";"0,00";"0,00";"0,00";"0,00"
"154044152612024OB000009";"154044152612023LF001006";"02/01/2024";"1";"15940,81";"0,00";"0,00";"0,00";"0,00"
"154044152612024OB000012";"154044152612023LF001009";"02/01/2024";"1";"864,12";"0,00";"0,00";"0,00";"0,00"
"154044152612024OB000013";"154044152612023LF001007";"02/01/2024";"1";"1014,36";"0,00";"0,00";"0,00";"0,00"
"154044152612024OB000021";"154044152612023LF001018";"02/01/2024";"1";"3332,91";"0,00";"0,00";"0,00";"0,00"
"154045152622024OB000020";"154045152622023LF000452";"02/01/2024";"1";"30739,41";"0,00";"0,00";"0,00";"0,00"
"154045152622024OB000021";"154045152622023LF000453";"02/01/2024";"1";"2524,73";"0,00";"0,00";"0,00";"0,00"
"154045152622024OB000026";"154045152622023LF000459";"02/01/2024";"1";"1126,08";"0,00";"0,00";"0,00";"0,00"
"154045152622024OB000027";"154045152622023LF000462";"02/01/2024";"1";"249,12";"0,00";"0,00";"0,00";"0,00"
"154045152622024OB000028";"154045152622023LF000458";"02/01/2024";"1";"772,78";"0,00";"0,00";"0,00";"0,00"
"154046152632024OB000003";"154046152632023LF000375";"02/01/2024";"1";"1104,98";"0,00";"0,00";"0,00";"0,00"
"154046152632024OB000013";"154046152632023LF000374";"02/01/2024";"1";"10024,65";"0,00";"0,00";"0,00";"0,00"
"154046152632024OB000040";"154046152632023LF000371";"02/01/2024";"1";"120,77";"0,00";"0,00";"0,00";"0,00"
"154046152632024OB000041";"154046152632023LF000373";"02/01/2024";"1";"2870,09";"0,00";"0,00";"0,00";"0,00"
"154046152632024OB000042";"154046152632023LF000372";"02/01/2024";"1";"416,55";"0,00";"0,00";"0,00";"0,00"
"154046152632024OB000042";"154046152632023LF000372";"02/01/2024";"2";"541,16";"0,00";"0,00";"0,00";"0,00"
"154046152632024OB000042";"154046152632023LF000372";"02/01/2024";"3";"364,95";"0,00";"0,00";"0,00";"0,00"
"154046152632024OB000042";"154046152632023LF000372";"02/01/2024";"4";"418,10";"0,00";"0,00";"0,00";"0,00"
"154046152632024OB000042";"154046152632023LF000372";"02/01/2024";"5";"509,09";"0,00";"0,00";"0,00";"0,00"
"154046152632024OB000042";"154046152632023LF000372";"02/01/2024";"6";"411,08";"0,00";"0,00";"0,00";"0,00"
"154046152632024OB000042";"154046152632023LF000372";"02/01/2024";"7";"78,20";"0,00";"0,00";"0,00";"0,00"
"154046152632024OB000042";"154046152632023LF000372";"02/01/2024";"8";"428,27";"0,00";"0,00";"0,00";"0,00"
"154047152642024OB000003";"154047152642023LF000273";"02/01/2024";"1";"22420,59";"0,00";"0,00";"0,00";"0,00"
"154047152642024OB000004";"154047152642023LF000274";"02/01/2024";"1";"2114,57";"0,00";"0,00";"0,00";"0,00"
"154048152652024OB000002";"154048152652023LF000221";"02/01/2024";"1";"24902,97";"0,00";"0,00";"0,00";"0,00"
"154048152652024OB000003";"154048152652023LF000222";"02/01/2024";"1";"2550,02";"0,00";"0,00";"0,00";"0,00"
"154049152662024OB000006";"154049152662023LF000536";"02/01/2024";"1";"505,51";"0,00";"0,00";"0,00";"0,00"
"154049152662024OB000018";"154049152662023LF000538";"02/01/2024";"1";"9649,33";"0,00";"0,00";"0,00";"0,00"
"154049152662024OB000041";"154049152662023LF000546";"02/01/2024";"1";"2108,79";"0,00";"0,00";"0,00";"0,00"
"154049152662024OB000042";"154049152662023LF000547";"02/01/2024";"1";"747,79";"0,00";"0,00";"0,00";"0,00"
"154049152662024OB000085";"154049152662023LF000537";"02/01/2024";"1";"590,09";"0,00";"0,00";"0,00";"0,00"
"154049152662024OB000089";"154049152662023LF000522";"02/01/2024";"1";"117,72";"0,00";"0,00";"0,00";"0,00"
"154049152662024OB000091";"154049152662024LF000001";"02/01/2024";"1";"195,32";"0,00";"0,00";"0,00";"0,00"
"154049152662024OB000093";"154049152662024LF000002";"02/01/2024";"1";"1592,78";"0,00";"0,00";"0,00";"0,00"
"154049152662024OB000094";"154049152662024LF000003";"02/01/2024";"1";"3500,00";"0,00";"0,00";"0,00";"0,00"
"154049152662024OB000095";"154049152662024LF000004";"02/01/2024";"1";"173,42";"0,00";"0,00";"0,00";"0,00"
"154049152662024OB000096";"154049152662024LF000005";"02/01/2024";"1";"3956,70";"0,00";"0,00";"0,00";"0,00"
"154049152662024OB000097";"154049152662024LF000006";"02/01/2024";"1";"10853,53";"0,00";"0,00";"0,00";"0,00"
"154050152672024OB000014";"154050152672023LF000826";"02/01/2024";"1";"17432,61";"0,00";"0,00";"0,00";"0,00"
"154050152672024OB000018";"154050152672023LF000827";"02/01/2024";"1";"1239,20";"0,00";"0,00";"0,00";"0,00"
"154051152682024OB000011";"154051152682023LF000282";"02/01/2024";"1";"70205,63";"0,00";"0,00";"0,00";"0,00"
"154051152682024OB000011";"154051152682023LF000282";"02/01/2024";"2";"7074,41";"0,00";"0,00";"0,00";"0,00"
"154054152692024OB000005";"154054152692023LF000649";"02/01/2024";"1";"35734,22";"0,00";"0,00";"0,00";"0,00"
"154054152692024OB000005";"154054152692023LF000649";"02/01/2024";"2";"1888,95";"0,00";"0,00";"0,00";"0,00"
"154054152692024OB000038";"154054152692023LF000654";"02/01/2024";"1";"468255,87";"0,00";"0,00";"0,00";"0,00"
"154054152692024OB000040";"154054152692023LF000653";"02/01/2024";"1";"105598,49";"0,00";"0,00";"0,00";"0,00"
"154055152542024OB000007";"154055152542023LF000807";"02/01/2024";"1";"431,33";"0,00";"0,00";"0,00";"0,00"
"154055152542024OB000008";"154055152542023LF000806";"02/01/2024";"1";"12380,15";"0,00";"0,00";"0,00";"0,00"
"154055152542024OB000009";"154055152542023LF000805";"02/01/2024";"1";"1628,41";"0,00";"0,00";"0,00";"0,00"
"154055152542024OB000016";"154055152542023LF000813";"02/01/2024";"1";"2261,19";"0,00";"0,00";"0,00";"0,00"
"154055152542024OB000018";"154055152542023LF000815";"02/01/2024";"1";"70,90";"0,00";"0,00";"0,00";"0,00"
"154069152762024OB000005";"154069152762023LF000842";"02/01/2024";"1";"6207,54";"0,00";"0,00";"0,00";"0,00"
"154069152762024OB000014";"154069152762023LF000843";"02/01/2024";"1";"194,17";"0,00";"0,00";"0,00";"0,00"
"154069152762024OB000031";"154069152762023LF000860";"02/01/2024";"1";"6929,53";"0,00";"0,00";"0,00";"0,00"
"154069152762024OB000032";"154069152762023LF000857";"02/01/2024";"1";"12374,94";"0,00";"0,00";"0,00";"0,00"
"154069152762024OB000033";"154069152762023LF000855";"02/01/2024";"1";"16071,66";"0,00";"0,00";"0,00";"0,00"
"154070152622024OB000015";"154070152622023LF000012";"02/01/2024";"1";"1920,92";"0,00";"0,00";"0,00";"0,00"
"154072152582024OB000005";"154072152582023LF000024";"02/01/2024";"1";"4441,83";"0,00";"0,00";"0,00";"0,00"
"154072152582024OB000005";"154072152582023LF000024";"02/01/2024";"2";"101,64";"0,00";"0,00";"0,00";"0,00"
"154080152772024OB000002";"154080152772023LF000209";"02/01/2024";"1";"8944,01";"0,00";"0,00";"0,00";"0,00"
"154080152772024OB000003";"154080152772023LF000210";"02/01/2024";"1";"338,93";"0,00";"0,00";"0,00";"0,00"
"154106152572024OB000004";"154106152572023LF000028";"02/01/2024";"1";"4010,24";"0,00";"0,00";"0,00";"0,00"
"154106152572024OB000005";"154106152572023LF000029";"02/01/2024";"1";"27,72";"0,00";"0,00";"0,00";"0,00"
"154145152642024OB000005";"154145152642023LF000025";"02/01/2024";"1";"2023,99";"0,00";"0,00";"0,00";"0,00"
"154145152642024OB000010";"154145152642023LF000026";"02/01/2024";"1";"27,72";"0,00";"0,00";"0,00";"0,00"
"154177152672024OB000012";"154177152672023LF000025";"02/01/2024";"1";"2709,92";"0,00";"0,00";"0,00";"0,00"
"154177152672024OB000013";"154177152672023LF000026";"02/01/2024";"1";"27,72";"0,00";"0,00";"0,00";"0,00"
"154215152782024OB000011";"154215152782023LF000102";"02/01/2024";"1";"283,36";"0,00";"0,00";"0,00";"0,00"
"154215152782024OB000020";"154215152782023LF000103";"02/01/2024";"1";"12587,48";"0,00";"0,00";"0,00";"0,00"
"154359262662024OB000010";"154359262662023LF000790";"02/01/2024";"1";"8226,81";"0,00";"0,00";"0,00";"0,00"
