"Código Pagamento";"Código Lista";"Data Emissão";"Código Sequência";"Valor Lançamento em R$";"Valor Desconto em R$";"Valor Juros em R$";"Valor Dedução em R$";"Valor Acréscimo em R$"
"343040404012024OB000020";"343040404012023LF000155";"02/01/2024";"1";"516,74";"0,00";"0,00";"0,00";"0,00"
"343040404012024OB000022";"343040404012023LF000154";"02/01/2024";"1";"516,74";"0,00";"0,00";"0,00";"0,00"
"343043404012024OB000001";"343043404012023LF000086";"02/01/2024";"1";"124,01";"0,00";"0,00";"0,00";"0,00"
"344001342012024OB000017";"344001342012023LF000096";"02/01/2024";"1";"1012,19";"0,00";"0,00";"0,00";"0,00"
"344001342012024OB000018";"344001342012023LF000097";"02/01/2024";"1";"24,64";"0,00";"0,00";"0,00";"0,00"
"344002342022024OB000006";"344002342022023LF000156";"02/01/2024";"1";"4202,98";"0,00";"0,00";"0,00";"0,00"
"344002342022024OB000007";"344002342022023LF000157";"02/01/2024";"1";"554,40";"0,00";"0,00";"0,00";"0,00"
"344041342082024OB000016";"344041342082023LF000123";"02/01/2024";"1";"357,54";"0,00";"0,00";"0,00";"0,00"
"344041342082024OB000018";"344041342082023LF000124";"02/01/2024";"1";"15,40";"0,00";"0,00";"0,00";"0,00"
"344041342082024OB000022";"344041342082023LF000125";"02/01/2024";"1";"1401,54";"0,00";"0,00";"0,00";"0,00"
"344042342092024OB000011";"344042342092023LF000146";"02/01/2024";"1";"252,82";"0,00";"0,00";"0,00";"0,00"
"344042342092024OB000012";"344042342092023LF000147";"02/01/2024";"1";"3768,83";"0,00";"0,00";"0,00";"0,00"
"364102362012024OB000011";"364102362012023LF000306";"02/01/2024";"1";"7488,47";"0,00";"0,00";"0,00";"0,00"
"364102362012024OB000012";"364102362012023LF000307";"02/01/2024";"1";"847,91";"0,00";"0,00";"0,00";"0,00"
"364102362012024OB000013";"364102362012023LF000308";"02/01/2024";"1";"14504,65";"0,00";"0,00";"0,00";"0,00"
"364102362012024OB000026";"364102362012024LF000001";"02/01/2024";"1";"1456,96";"0,00";"0,00";"0,00";"0,00"
"364102362012024OB000027";"364102362012023LF000312";"02/01/2024";"1";"87,05";"0,00";"0,00";"0,00";"0,00"
"370002000012024OB000037";"370002000012023LF000170";"02/01/2024";"1";"16397,91";"0,00";"0,00";"0,00";"0,00"
"370002000012024OB000038";"370002000012023LF000169";"02/01/2024";"1";"569,93";"0,00";"0,00";"0,00";"0,00"
"373015372012024OB000003";"373015372012023LF000030";"02/01/2024";"1";"1616,65";"0,00";"0,00";"0,00";"0,00"
"373015372012024OB000004";"373015372012023LF000029";"02/01/2024";"1";"110,88";"0,00";"0,00";"0,00";"0,00"
"373015372012024OB000004";"373015372012023LF000029";"02/01/2024";"10";"138,14";"0,00";"0,00";"0,00";"0,00"
"373015372012024OB000004";"373015372012023LF000029";"02/01/2024";"11";"138,68";"0,00";"0,00";"0,00";"0,00"
"373015372012024OB000004";"373015372012023LF000029";"02/01/2024";"12";"138,68";"0,00";"0,00";"0,00";"0,00"
"373015372012024OB000004";"373015372012023LF000029";"02/01/2024";"2";"111,37";"0,00";"0,00";"0,00";"0,00"
"373015372012024OB000004";"373015372012023LF000029";"02/01/2024";"3";"109,97";"0,00";"0,00";"0,00";"0,00"
"373015372012024OB000004";"373015372012023LF000029";"02/01/2024";"4";"110,72";"0,00";"0,00";"0,00";"0,00"
"373015372012024OB000004";"373015372012023LF000029";"02/01/2024";"5";"313,66";"0,00";"0,00";"0,00";"0,00"
"373015372012024OB000004";"373015372012023LF000029";"02/01/2024";"6";"138,14";"0,00";"0,00";"0,00";"0,00"
"373015372012024OB000004";"373015372012023LF000029";"02/01/2024";"7";"138,14";"0,00";"0,00";"0,00";"0,00"
"373015372012024OB000004";"373015372012023LF000029";"02/01/2024";"8";"138,14";"0,00";"0,00";"0,00";"0,00"
"373015372012024OB000004";"373015372012023LF000029";"02/01/2024";"9";"138,14";"0,00";"0,00";"0,00";"0,00"
"373032372012024OB000001";"373032372012023LF000033";"02/01/2024";"1";"13968,90";"0,00";"0,00";"0,00";"0,00"
"373032372012024OB000002";"373032372012023LF000035";"02/01/2024";"1";"10784,43";"0,00";"0,00";"0,00";"0,00"
"373045372012024OB000002";"373045372012023LF000046";"02/01/2024";"1";"25658,78";"0,00";"0,00";"0,00";"0,00"
"373051372012024OB000001";"373051372012023LF000096";"02/01/2024";"1";"96,62";"0,00";"0,00";"0,00";"0,00"
"373051372012024OB000002";"373051372012023LF000097";"02/01/2024";"1";"96,62";"0,00";"0,00";"0,00";"0,00"
"373052372012024OB000001";"373052372012023LF000042";"02/01/2024";"1";"3137,27";"0,00";"0,00";"0,00";"0,00"
"373066372012024OB000001";"373066372012023LF000082";"02/01/2024";"1";"5263,80";"0,00";"0,00";"0,00";"0,00"
"373067372012024OB000001";"373067372012023LF000146";"02/01/2024";"1";"1489,16";"0,00";"0,00";"0,00";"0,00"
"373067372012024OB000002";"373067372012023LF000147";"02/01/2024";"1";"594,54";"0,00";"0,00";"0,00";"0,00"
"373083372012024OB000006";"373083372012023LF000218";"02/01/2024";"1";"63163,87";"0,00";"0,00";"0,00";"0,00"
"373083372012024OB000006";"373083372012023LF000218";"02/01/2024";"2";"13092,11";"0,00";"0,00";"0,00";"0,00"
"373083372012024OB000014";"373083372012023LF000220";"02/01/2024";"1";"167,78";"0,00";"0,00";"0,00";"0,00"
"373085372012024OB000002";"373085372012023LF000109";"02/01/2024";"1";"13526,56";"0,00";"0,00";"0,00";"0,00"
"373085372012024OB000003";"373085372012023LF000110";"02/01/2024";"1";"5183,40";"0,00";"0,00";"0,00";"0,00"
"373085372012024OB000004";"373085372012023LF000111";"02/01/2024";"1";"3620,57";"0,00";"0,00";"0,00";"0,00"
"373085372012024OB000005";"373085372012023LF000112";"02/01/2024";"1";"3301,24";"0,00";"0,00";"0,00";"0,00"
"373085372012024OB000006";"373085372012023LF000114";"02/01/2024";"1";"38,80";"0,00";"0,00";"0,00";"0,00"
"373085372012024OB000007";"373085372012023LF000113";"02/01/2024";"1";"2832,90";"0,00";"0,00";"0,00";"0,00"
"373085372012024OB000016";"373085372012023LF000115";"02/01/2024";"1";"2765,18";"0,00";"0,00";"0,00";"0,00"
"390007000012024OB000018";"390007000012023LF000270";"02/01/2024";"1";"1143,29";"0,00";"0,00";"0,00";"0,00"
"390007000012024OB000019";"390007000012023LF000273";"02/01/2024";"1";"400,00";"0,00";"0,00";"0,00";"0,00"
"390007000012024OB000023";"390007000012023LF000271";"02/01/2024";"1";"857,38";"0,00";"0,00";"0,00";"0,00"
"390007000012024OB000024";"390007000012023LF000269";"02/01/2024";"1";"8483,27";"0,00";"0,00";"0,00";"0,00"
"390007000012024OB000025";"390007000012023LF000272";"02/01/2024";"1";"1368,89";"0,00";"0,00";"0,00";"0,00"
"390007000012024OB000034";"390007000012023LF000277";"02/01/2024";"1";"29514,68";"0,00";"0,00";"0,00";"0,00"
"390007000012024OB000039";"390007000012023LF000275";"02/01/2024";"1";"46307,28";"0,00";"0,00";"0,00";"0,00"
"390007000012024OB000043";"390007000012023LF000274";"02/01/2024";"1";"656007,24";"0,00";"0,00";"0,00";"0,00"
"390007000012024OB000044";"390007000012023LF000278";"02/01/2024";"1";"562891,83";"0,00";"0,00";"0,00";"0,00"
"390007000012024OB000045";"390007000012023LF000276";"02/01/2024";"1";"334220,49";"0,00";"0,00";"0,00";"0,00"
"390007000012024OB000046";"390007000012023LF000279";"02/01/2024";"1";"310305,10";"0,00";"0,00";"0,00";"0,00"
"390070392522024OB000001";"390070392522023LF000046";"02/01/2024";"1";"618,90";"0,00";"0,00";"0,00";"0,00"
"393001392502024OB000013";"393001392502023LF001383";"02/01/2024";"1";"57872,69";"0,00";"0,00";"0,00";"0,00"
"393001392502024OB000022";"393001392502023LF001381";"02/01/2024";"1";"7399,72";"0,00";"0,00";"0,00";"0,00"
"393001392502024OB000022";"393001392502023LF001381";"02/01/2024";"2";"372,81";"0,00";"0,00";"0,00";"0,00"
"393001392502024OB000026";"393001392502023LF001352";"02/01/2024";"1";"165,81";"0,00";"0,00";"0,00";"0,00"
"393001392502024OB000027";"393001392502023LF001384";"02/01/2024";"1";"67,04";"0,00";"0,00";"0,00";"0,00"
"393001392502024OB000033";"393001392502023LF001387";"02/01/2024";"1";"672,75";"0,00";"0,00";"0,00";"0,00"
"393001392502024OB000039";"393001392502023LF001390";"02/01/2024";"1";"548,68";"0,00";"0,00";"0,00";"0,00"
"393001392502024OB000039";"393001392502023LF001390";"02/01/2024";"2";"548,68";"0,00";"0,00";"0,00";"0,00"
"393001392502024OB000039";"393001392502023LF001390";"02/01/2024";"3";"548,68";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000008";"393003392522023LF003356";"02/01/2024";"1";"31023,33";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000013";"393003392522023LF003357";"02/01/2024";"1";"3734,52";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000041";"393003392522023LF003396";"02/01/2024";"1";"193,61";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000042";"393003392522023LF003395";"02/01/2024";"1";"551,46";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000043";"393003392522023LF003394";"02/01/2024";"1";"9,76";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000044";"393003392522023LF003403";"02/01/2024";"1";"5673,61";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000045";"393003392522023LF003392";"02/01/2024";"1";"134,98";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000046";"393003392522023LF003398";"02/01/2024";"1";"9733,61";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000047";"393003392522023LF003391";"02/01/2024";"1";"202,47";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000048";"393003392522023LF003393";"02/01/2024";"1";"6605,17";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000049";"393003392522023LF003404";"02/01/2024";"1";"3659,51";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000050";"393003392522023LF003390";"02/01/2024";"1";"39927,72";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000051";"393003392522023LF003399";"02/01/2024";"1";"1040,44";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000052";"393003392522023LF003401";"02/01/2024";"1";"170,05";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000053";"393003392522023LF003402";"02/01/2024";"1";"10902,17";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000054";"393003392522023LF003400";"02/01/2024";"1";"8627,15";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000055";"393003392522023LF003397";"02/01/2024";"1";"8116,12";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000056";"393003392522023LF003407";"02/01/2024";"1";"3606,35";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000057";"393003392522023LF003406";"02/01/2024";"1";"3568,49";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000058";"393003392522023LF003408";"02/01/2024";"1";"2955,43";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000059";"393003392522023LF003409";"02/01/2024";"1";"789,41";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000060";"393003392522023LF003412";"02/01/2024";"1";"3659,51";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000061";"393003392522023LF003411";"02/01/2024";"1";"3659,51";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000062";"393003392522023LF003410";"02/01/2024";"1";"2073,34";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000063";"393003392522023LF003416";"02/01/2024";"1";"856,60";"0,00";"0,00";"0,00";"0,00"
"393003392522024OB000064";"393003392522023LF003415";"02/01/2024";"1";"925,81";"0,00";"0,00";"0,00";"0,00"
"393013392522024OB000002";"393013392522023LF000135";"02/01/2024";"1";"83,06";"0,00";"0,00";"0,00";"0,00"
"393025392522024OB000001";"393025392522023LF000185";"02/01/2024";"1";"5670,92";"0,00";"0,00";"0,00";"0,00"
"400046000012024OB000008";"400046000012023LF000066";"02/01/2024";"1";"32355,64";"0,00";"0,00";"0,00";"0,00"
"400046000012024OB000011";"400046000012023LF000067";"02/01/2024";"1";"206168,13";"0,00";"0,00";"0,00";"0,00"
"400046000012024OB000014";"400046000012023LF000069";"02/01/2024";"1";"26253,62";"0,00";"0,00";"0,00";"0,00"
"400046000012024OB000018";"400046000012023LF000068";"02/01/2024";"1";"447153,63";"0,00";"0,00";"0,00";"0,00"
"400064000012024OB000001";"400064000012023LF000064";"02/01/2024";"1";"446,37";"0,00";"0,00";"0,00";"0,00"
"400064000012024OB000002";"400064000012023LF000063";"02/01/2024";"1";"230,84";"0,00";"0,00";"0,00";"0,00"
"400065000012024OB000001";"400065000012023LF000045";"02/01/2024";"1";"14450,00";"0,00";"0,00";"0,00";"0,00"
"400077000012024OB000001";"400077000012023LF000084";"02/01/2024";"1";"0,24";"0,00";"0,00";"0,00";"0,00"
"400077000012024OB000001";"400077000012023LF000084";"02/01/2024";"2";"0,25";"0,00";"0,00";"0,00";"0,00"
"403201404022024OB000011";"403201404022023LF000315";"02/01/2024";"1";"3309,52";"0,00";"0,00";"0,00";"0,00"
"403201404022024OB000014";"403201404022023LF000328";"02/01/2024";"1";"20972,95";"0,00";"0,00";"0,00";"0,00"
"403201404022024OB000015";"403201404022023LF000316";"02/01/2024";"1";"721,76";"0,00";"0,00";"0,00";"0,00"
"403201404022024OB000032";"403201404022023LF000329";"02/01/2024";"1";"5670,92";"0,00";"0,00";"0,00";"0,00"
"403201404022024OB000033";"403201404022023LF000330";"02/01/2024";"1";"131,08";"0,00";"0,00";"0,00";"0,00"
"403201404022024OB000034";"403201404022023LF000327";"02/01/2024";"1";"183552,60";"0,00";"0,00";"0,00";"0,00"
"410003000012024OB000001";"410003000012023LF000138";"02/01/2024";"1";"770,82";"0,00";"0,00";"0,00";"0,00"
"410004000012024OB000007";"410004000012023LF000064";"02/01/2024";"1";"293,79";"0,00";"0,00";"0,00";"0,00"
"410004000012024OB000008";"410004000012023LF000063";"02/01/2024";"1";"150,08";"0,00";"0,00";"0,00";"0,00"
"410004000012024OB000011";"410004000012023LF000062";"02/01/2024";"1";"1229,18";"0,00";"0,00";"0,00";"0,00"
"410004000012024OB000012";"410004000012023LF000065";"02/01/2024";"1";"22913,61";"0,00";"0,00";"0,00";"0,00"
"410004000012024OB000017";"410004000012023LF000066";"02/01/2024";"1";"251505,73";"0,00";"0,00";"0,00";"0,00"
"413001412312024OB000016";"413001412312023LF000181";"02/01/2024";"1";"7813,09";"0,00";"0,00";"0,00";"0,00"
"413001412312024OB000017";"413001412312023LF000182";"02/01/2024";"1";"227,92";"0,00";"0,00";"0,00";"0,00"
"413001412312024OB000022";"413001412312023LF000183";"02/01/2024";"1";"62753,75";"0,00";"0,00";"0,00";"0,00"
"413001412312024OB000023";"413001412312023LF000184";"02/01/2024";"1";"5861,30";"0,00";"0,00";"0,00";"0,00"
"413001412312024OB000023";"413001412312023LF000184";"02/01/2024";"2";"6490,41";"0,00";"0,00";"0,00";"0,00"
"413001412312024OB000023";"413001412312023LF000184";"02/01/2024";"3";"60693,84";"0,00";"0,00";"0,00";"0,00"
"413001412312024OB000023";"413001412312023LF000184";"02/01/2024";"4";"60284,82";"0,00";"0,00";"0,00";"0,00"
"413001412312024OB000024";"413001412312023LF000185";"02/01/2024";"1";"12967,14";"0,00";"0,00";"0,00";"0,00"
"413001412312024OB000025";"413001412312023LF000186";"02/01/2024";"1";"13115,34";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000011";"420008000012023LF000065";"02/01/2024";"1";"5769,40";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000012";"420008000012023LF000066";"02/01/2024";"1";"601,12";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000013";"420008000012023LF000070";"02/01/2024";"1";"476,09";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000014";"420008000012023LF000069";"02/01/2024";"1";"247,75";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000015";"420008000012023LF000067";"02/01/2024";"1";"347,16";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000016";"420008000012023LF000068";"02/01/2024";"1";"38,57";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000018";"420008000012023LF000059";"02/01/2024";"1";"16902,69";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000019";"420008000012023LF000054";"02/01/2024";"1";"13269,26";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000020";"420008000012023LF000058";"02/01/2024";"1";"18640,78";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000022";"420008000012023LF000057";"02/01/2024";"1";"12089,07";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000024";"420008000012023LF000055";"02/01/2024";"1";"11608,68";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000025";"420008000012023LF000056";"02/01/2024";"1";"13868,80";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000029";"420008000012023LF000061";"02/01/2024";"1";"3498,78";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000031";"420008000012023LF000060";"02/01/2024";"1";"14578,23";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000032";"420008000012023LF000063";"02/01/2024";"1";"3498,78";"0,00";"0,00";"0,00";"0,00"
"420008000012024OB000034";"420008000012023LF000062";"02/01/2024";"1";"14578,23";"0,00";"0,00";"0,00";"0,00"
"423002422072024OB000006";"423002422072023LF000384";"02/01/2024";"1";"1572,56";"0,00";"0,00";"0,00";"0,00"
"423031422072024OB000014";"423031422072023LF000024";"02/01/2024";"1";"4046,03";"0,00";"0,00";"0,00";"0,00"
"423031422072024OB000015";"423031422072023LF000025";"02/01/2024";"1";"70,84";"0,00";"0,00";"0,00";"0,00"
"423033422072024OB000001";"423033422072023LF000321";"02/01/2024";"1";"518,91";"0,00";"0,00";"0,00";"0,00"
"423033422072024OB000002";"423033422072023LF000322";"02/01/2024";"1";"725,03";"0,00";"0,00";"0,00";"0,00"
"423033422072024OB000003";"423033422072023LF000320";"02/01/2024";"1";"27944,67";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000001";"423034422072023LF000356";"02/01/2024";"1";"118,28";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000001";"423034422072023LF000356";"02/01/2024";"2";"112,92";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000001";"423034422072023LF000356";"02/01/2024";"3";"42,00";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000002";"423034422072023LF000358";"02/01/2024";"1";"3242,16";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000003";"423034422072023LF000357";"02/01/2024";"1";"142,45";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000004";"423034422072023LF000360";"02/01/2024";"1";"1112,43";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000005";"423034422072023LF000359";"02/01/2024";"1";"181,10";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000006";"423034422072023LF000361";"02/01/2024";"1";"272,46";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000007";"423034422072023LF000362";"02/01/2024";"1";"293,38";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000008";"423034422072023LF000363";"02/01/2024";"1";"245,97";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000009";"423034422072023LF000364";"02/01/2024";"1";"6266,02";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000009";"423034422072023LF000364";"02/01/2024";"2";"1960,40";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000009";"423034422072023LF000364";"02/01/2024";"3";"959,07";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000009";"423034422072023LF000364";"02/01/2024";"4";"756,46";"0,00";"0,00";"0,00";"0,00"
"423034422072024OB000011";"423034422072023LF000365";"02/01/2024";"1";"238,34";"0,00";"0,00";"0,00";"0,00"
"440001000012024OB000002";"440001000012023LF000163";"02/01/2024";"1";"80,08";"0,00";"0,00";"0,00";"0,00"
"440001000012024OB000007";"440001000012023LF000164";"02/01/2024";"1";"723,93";"0,00";"0,00";"0,00";"0,00"
"440001000012024OB000025";"440001000012023LF000162";"02/01/2024";"1";"3495,93";"0,00";"0,00";"0,00";"0,00"
"440001000012024OB000031";"440001000012023LF000159";"02/01/2024";"1";"56851,00";"0,00";"0,00";"0,00";"0,00"
"440001000012024OB000035";"440001000012023LF000160";"02/01/2024";"1";"65730,20";"0,00";"0,00";"0,00";"0,00"
"443001442052024OB000014";"443001442052023LF000137";"02/01/2024";"1";"21,56";"0,00";"0,00";"0,00";"0,00"
"443001442052024OB000014";"443001442052023LF000137";"02/01/2024";"2";"2343,88";"0,00";"0,00";"0,00";"0,00"
"443001442052024OB000022";"443001442052023LF000138";"02/01/2024";"1";"21545,69";"0,00";"0,00";"0,00";"0,00"
"443020442062024OB000019";"443020442062023LF000151";"02/01/2024";"1";"937,75";"0,00";"0,00";"0,00";"0,00"
"443020442062024OB000034";"443020442062023LF000150";"02/01/2024";"1";"77,00";"0,00";"0,00";"0,00";"0,00"
"443033442072024OB000017";"443033442072023LF000781";"02/01/2024";"1";"21452,67";"0,00";"0,00";"0,00";"0,00"
"443033442072024OB000019";"443033442072023LF000783";"02/01/2024";"1";"705,23";"0,00";"0,00";"0,00";"0,00"
"443033442072024OB000024";"443033442072023LF000782";"02/01/2024";"1";"880,88";"0,00";"0,00";"0,00";"0,00"
"443033442072024OB000032";"443033442072023LF000800";"02/01/2024";"1";"0,07";"0,00";"0,00";"0,00";"0,00"
"443033442072024OB000033";"443033442072023LF000798";"02/01/2024";"1";"1048,70";"0,00";"0,00";"0,00";"0,00"
"443033442072024OB000034";"443033442072023LF000802";"02/01/2024";"1";"25,71";"0,00";"0,00";"0,00";"0,00"
"443033442072024OB000035";"443033442072023LF000806";"02/01/2024";"1";"91,89";"0,00";"0,00";"0,00";"0,00"
"443036442072024OB000001";"443036442072023LF000159";"02/01/2024";"1";"145,37";"0,00";"0,00";"0,00";"0,00"
"443036442072024OB000002";"443036442072023LF000162";"02/01/2024";"1";"2341,33";"0,00";"0,00";"0,00";"0,00"
"443036442072024OB000003";"443036442072023LF000161";"02/01/2024";"1";"479,11";"0,00";"0,00";"0,00";"0,00"
"443036442072024OB000004";"443036442072023LF000160";"02/01/2024";"1";"426,27";"0,00";"0,00";"0,00";"0,00"
"443048442072024OB000008";"443048442072023LF000935";"02/01/2024";"1";"223,08";"0,00";"0,00";"0,00";"0,00"
"443048442072024OB000009";"443048442072023LF000936";"02/01/2024";"1";"23,95";"0,00";"0,00";"0,00";"0,00"
"443048442072024OB000009";"443048442072023LF000936";"02/01/2024";"2";"23,95";"0,00";"0,00";"0,00";"0,00"
"443048442072024OB000009";"443048442072023LF000936";"02/01/2024";"3";"63,54";"0,00";"0,00";"0,00";"0,00"
"443048442072024OB000009";"443048442072023LF000936";"02/01/2024";"4";"162,76";"0,00";"0,00";"0,00";"0,00"
"443048442072024OB000009";"443048442072023LF000936";"02/01/2024";"5";"70,46";"0,00";"0,00";"0,00";"0,00"
"443048442072024OB000009";"443048442072023LF000936";"02/01/2024";"6";"63,54";"0,00";"0,00";"0,00";"0,00"
"443048442072024OB000009";"443048442072023LF000936";"02/01/2024";"7";"61,98";"0,00";"0,00";"0,00";"0,00"
"443048442072024OB000009";"443048442072023LF000936";"02/01/2024";"8";"66,55";"0,00";"0,00";"0,00";"0,00"
"443992442072024OB000001";"443992442072023LF000359";"02/01/2024";"1";"444,96";"0,00";"0,00";"0,00";"0,00"
"443992442072024OB000002";"443992442072023LF000360";"02/01/2024";"1";"801,06";"0,00";"0,00";"0,00";"0,00"
"443992442072024OB000003";"443992442072023LF000363";"02/01/2024";"1";"1577,67";"0,00";"0,00";"0,00";"0,00"
"443992442072024OB000004";"443992442072023LF000362";"02/01/2024";"1";"1558,24";"0,00";"0,00";"0,00";"0,00"
"443992442072024OB000005";"443992442072023LF000361";"02/01/2024";"1";"1277,31";"0,00";"0,00";"0,00";"0,00"
"490100000012024OB000010";"490100000012023LF000010";"02/01/2024";"1";"942,61";"0,00";"0,00";"0,00";"0,00"
"495130292082024OB000014";"495130292082023LF000419";"02/01/2024";"1";"1820897,08";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000004";"510178572022023LF008692";"02/01/2024";"1";"157,45";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000005";"510178572022023LF008693";"02/01/2024";"1";"349,50";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000006";"510178572022023LF008684";"02/01/2024";"1";"5265,06";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000015";"510178572022023LF008615";"02/01/2024";"1";"245,31";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000016";"510178572022023LF008616";"02/01/2024";"1";"106,15";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000016";"510178572022023LF008616";"02/01/2024";"10";"211,02";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000016";"510178572022023LF008616";"02/01/2024";"11";"122,14";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000016";"510178572022023LF008616";"02/01/2024";"12";"401,27";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000016";"510178572022023LF008616";"02/01/2024";"2";"217,85";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000016";"510178572022023LF008616";"02/01/2024";"3";"199,12";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000016";"510178572022023LF008616";"02/01/2024";"4";"121,62";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000016";"510178572022023LF008616";"02/01/2024";"5";"197,79";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000016";"510178572022023LF008616";"02/01/2024";"6";"112,66";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000016";"510178572022023LF008616";"02/01/2024";"7";"2358,03";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000016";"510178572022023LF008616";"02/01/2024";"8";"148,85";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000016";"510178572022023LF008616";"02/01/2024";"9";"114,66";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000020";"510178572022023LF008683";"02/01/2024";"1";"114,16";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000030";"510178572022023LF008685";"02/01/2024";"1";"527,08";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000030";"510178572022023LF008685";"02/01/2024";"2";"181,11";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000031";"510178572022023LF008686";"02/01/2024";"1";"182,99";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000031";"510178572022023LF008686";"02/01/2024";"10";"178,15";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000031";"510178572022023LF008686";"02/01/2024";"11";"172,97";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000031";"510178572022023LF008686";"02/01/2024";"12";"302,87";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000031";"510178572022023LF008686";"02/01/2024";"13";"176,04";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000031";"510178572022023LF008686";"02/01/2024";"14";"179,29";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000031";"510178572022023LF008686";"02/01/2024";"15";"378,23";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000031";"510178572022023LF008686";"02/01/2024";"16";"209,88";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000031";"510178572022023LF008686";"02/01/2024";"2";"334,61";"0,00";"0,00";"0,00";"0,00"
"510178572022024OB000031";"510178572022023LF008686";"02/01/2024";"3";"338,63";"0,00";"0,00";"0,00";"0,00"
