"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Unidade Gestora";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170081 - DELEGACIA DA RFB EM VITORIA DA CONQUISTA";"- 1.297,01";"447.354,68";"210.167,61";"323.393,05";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170138 - DELEGACIA DA RFB EM RIBEIRAO PRETO";"80.489,00";"220.537,42";"265.611,75";"1.699,53";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170094 - DELEGACIA DA RFB EM VARGINHA";"105.769,61";"211.842,48";"241.330,05";"15.195,54";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170262 - DELEGACIA DA RFB EM S.JOSE DOS CAMPOS";"225.403,00";"361.722,27";"375.171,29";"7.346,23";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170312 - DELEGACIA DE ADM.TRIBUTARIA DA RFB EM S.PAULO";"1.424.802,22";"651.687,15";"656.188,41";"3.426,94";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170183 - DELEGACIA DA RFB EM SANTA MARIA";"2.058,37";"83.302,08";"241.228,01";"23.208,79";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170201 - DELEGACIA DA RFB EM PORTO VELHO";"16.298,00";"16.298,00";"16.298,00";"36.821,55";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170097 - DELEGACIA DA RFB EM UBERLANDIA";"1.008.341,96";"160.647,29";"133.964,65";"60.725,82";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170318 - DELEGACIA DA RFB EM JUNDIAI";"34.344,97";"48.665,93";"45.390,74";"17.385,55";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170213 - DELEGACIA DA RFB EM BOA VISTA";"22.044,64";"24.386,39";"24.386,39";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170162 - ALFANDEGA DA RFB EM FOZ DO IGUACU";"58.841,81";"96.396,82";"97.712,58";"- 1.194,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170860 - COORD. ANALISE E INF TRANS FIN INTERGOV/STN";"800,00";"30.243.149.932,54";"30.243.149.932,54";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170860 - COORD. ANALISE E INF TRANS FIN INTERGOV/STN";"37.381.833.989,00";"18.113.463.777,57";"18.113.463.777,57";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170103 - DELEGACIA DA RFB EM VITORIA";"65.252,00";"65.251,06";"65.251,06";"2.002,92";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170250 - SECRETARIA DE POLITICA ECONOMICA";"10.104,00";"3.462,91";"3.462,91";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170010 - SECRET. ESPECIAL DA RECEITA FEDERAL DO BRASIL";"268.640.222,64";"52.172.884,29";"52.142.331,57";"26.730.227,72";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170136 - DELEGACIA DA RFB EM CAMPINAS";"- 4.131,14";"367,41";"7.579,11";"13.191,06";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170219 - DELEGACIA DA RFB EM SANTAREM";"4.400,00";"10.047,00";"10.047,00";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170192 - DELEGACIA DA RFB EM CUIABA";"19.238,70";"25.505,93";"25.623,87";"105,37";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170078 - SUPERINTENDENCIA REGIONAL DA RFB NA 5A RF";"80.286,77";"1.161.477,93";"1.079.732,67";"468.591,76";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170078 - SUPERINTENDENCIA REGIONAL DA RFB NA 5A RF";"428.548,57";"1.007.465,58";"953.823,36";"66.208,65";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170312 - DELEGACIA DE ADM.TRIBUTARIA DA RFB EM S.PAULO";"485,91";"211.862,49";"238.607,99";"9.003,35";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170312 - DELEGACIA DE ADM.TRIBUTARIA DA RFB EM S.PAULO";"300,00";"3,46";"3,46";"808.682,37";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170312 - DELEGACIA DE ADM.TRIBUTARIA DA RFB EM S.PAULO";"2.329.013,10";"630.799,81";"511.396,05";"166.493,23";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170318 - DELEGACIA DA RFB EM JUNDIAI";"- 295.493,49";"799.035,67";"819.248,97";"18.467,07";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170183 - DELEGACIA DA RFB EM SANTA MARIA";"1.084.117,00";"920.467,05";"925.385,69";"694.878,24";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170028 - DELEGACIA DA RFB EM SAO LUIS";"- 627.630,00";"274.537,95";"308.199,75";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170213 - DELEGACIA DA RFB EM BOA VISTA";"27.264,37";"0,00";"0,00";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170035 - DELEGACIA DA RFB EM TERESINA";"534.069,73";"141.254,17";"153.401,39";"7.416,23";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170183 - DELEGACIA DA RFB EM SANTA MARIA";"73.929,15";"91.047,15";"93.743,12";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170121 - DELEGACIA DA RFB EM NITEROI";"22.974,32";"23.459,60";"36.216,30";"2.280,98";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170078 - SUPERINTENDENCIA REGIONAL DA RFB NA 5A RF";"763.064,83";"1.025.239,46";"1.023.244,67";"139.999,63";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170028 - DELEGACIA DA RFB EM SAO LUIS";"422.511,00";"417.323,19";"395.739,24";"1.343,72";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170024 - DELEGACIA DA RFB EM MACAPA";"42.454,37";"55.454,37";"54.927,94";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170094 - DELEGACIA DA RFB EM VARGINHA";"1.536,87";"19.833,42";"22.956,93";"1.362,51";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170250 - SECRETARIA DE POLITICA ECONOMICA";"68.000,00";"6.444,85";"270,09";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170162 - ALFANDEGA DA RFB EM FOZ DO IGUACU";"70.758,96";"27.456,93";"25.768,59";"6.469,85";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170097 - DELEGACIA DA RFB EM UBERLANDIA";"2.969,90";"272.017,00";"296.458,77";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170213 - DELEGACIA DA RFB EM BOA VISTA";"3.026,00";"- 6.872,93";"- 3.176,18";"1.055,81";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170052 - DELEGACIA DA RFB EM JOAO PESSOA";"10.442,57";"10.442,57";"10.442,57";"38.913,20";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170092 - DELEGACIA DA RFB EM JUIZ DE FORA";"- 248,71";"720,00";"6.513,70";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170047 - DELEGACIA DA RFB EM NATAL";"24.488,63";"24.488,63";"23.730,71";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170213 - DELEGACIA DA RFB EM BOA VISTA";"0,00";"27.048,37";"27.048,37";"15.321,84";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170213 - DELEGACIA DA RFB EM BOA VISTA";"77.915,58";"76.000,19";"- 1.915,39";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170121 - DELEGACIA DA RFB EM NITEROI";"8.698,62";"14.649,49";"14.649,49";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170168 - ALFANDEGA DA RFB PORTO DE SANTOS";"- 45.641,68";"265.268,89";"334.940,48";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170279 - CORREGEDORIA-GERAL DA RFB";"99.960,00";"58.696,18";"58.260,82";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170146 - DELEGACIA DA RFB EM OSASCO";"230,00";"226,24";"215,72";"28,82";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170007 - SUBSECRETARIA DE ASSUNTOS CORPORATIVOS- SUCOP";"1.186.569,06";"12.560.974,20";"12.561.880,66";"1.042.835,16";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170010 - SECRET. ESPECIAL DA RECEITA FEDERAL DO BRASIL";"735.433.704,62";"234.747.250,69";"102.958.314,87";"135.949.712,44";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170058 - SUPERINTENDENCIA REGIONAL DA RFB NA 4A RF";"2.309.613,43";"3.345.719,20";"3.340.355,85";"634.154,56";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170052 - DELEGACIA DA RFB EM JOAO PESSOA";"589.228,02";"35.997,13";"30.663,87";"90.458,43";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170590 - UCP/SE/MF-PNAFM III";"30.000,00";"5.897,32";"5.897,32";"193.243,54";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170321 - DELEGACIA DA RFB EM PIRACICABA";"0,00";"1.027,00";"1.027,00";"426,35";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170109 - DELEGACIA DA RFB EM CAMPO GRANDE";"30.291,30";"69.668,49";"133.036,93";"3.875,34";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170250 - SECRETARIA DE POLITICA ECONOMICA";"0,00";"2.441,60";"3.307,50";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170177 - SUPERINTENDENCIA REGIONAL DA RFB NA 10A RF";"1.099.068,13";"865.888,96";"525.504,66";"706.479,57";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170479 - CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS";"669.560,00";"208.164,42";"236.698,59";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170146 - DELEGACIA DA RFB EM OSASCO";"527,80";"527,80";"522,66";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170250 - SECRETARIA DE POLITICA ECONOMICA";"7.000,00";"0,00";"0,00";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170279 - CORREGEDORIA-GERAL DA RFB";"222.613,17";"57.362,15";"54.742,98";"5.883,45";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170318 - DELEGACIA DA RFB EM JUNDIAI";"1.425.361,35";"685.358,09";"473.469,73";"398.564,14";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170007 - SUBSECRETARIA DE ASSUNTOS CORPORATIVOS- SUCOP";"92.809.822,90";"1.116.427,69";"13.837.650,46";"1.473.715,84";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170219 - DELEGACIA DA RFB EM SANTAREM";"8.000,00";"0,00";"0,00";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170217 - SUPERINTENDENCIA REGIONAL DA RFB NA 2A RF";"10.617.448,33";"3.543.276,12";"3.390.337,42";"727.194,65";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170156 - SUPERINTENDENCIA REGIONAL DA RFB NA 9A RF";"9.748.748,75";"7.706.675,33";"8.286.202,01";"869.355,03";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170860 - COORD. ANALISE E INF TRANS FIN INTERGOV/STN";"189.856.137,53";"34.991.861.985,15";"34.991.861.985,15";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170035 - DELEGACIA DA RFB EM TERESINA";"6.000,00";"43.825,40";"30.646,57";"81.295,74";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170028 - DELEGACIA DA RFB EM SAO LUIS";"1.226.299,12";"9.335,62";"8.271,22";"566.367,94";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170116 - SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF";"14.938.727,83";"2.178.081,39";"2.651.895,63";"2.047.394,56";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170047 - DELEGACIA DA RFB EM NATAL";"- 258.235,58";"449.882,40";"455.733,13";"286,41";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170138 - DELEGACIA DA RFB EM RIBEIRAO PRETO";"176.451,78";"277.453,93";"234.186,77";"5.659,49";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170339 - COORDENACAO-GERAL DE PESQ.INVESTIGACAO DA RFB";"0,00";"142.642,94";"320.761,37";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170156 - SUPERINTENDENCIA REGIONAL DA RFB NA 9A RF";"4.485.784,72";"9.164.781,07";"7.139.003,92";"1.200.848,70";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170010 - SECRET. ESPECIAL DA RECEITA FEDERAL DO BRASIL";"259.547.177,49";"20.118.340,02";"20.017.573,09";"18.135.633,07";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170103 - DELEGACIA DA RFB EM VITORIA";"20.000,00";"20.000,00";"20.000,00";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170146 - DELEGACIA DA RFB EM OSASCO";"562,66";"565,42";"574,36";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170080 - DELEGACIA DA RFB EM FEIRA DE SANTANA";"50.968,14";"226.982,19";"232.219,99";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170007 - SUBSECRETARIA DE ASSUNTOS CORPORATIVOS- SUCOP";"91.822.912,80";"18.703.096,18";"5.941.083,34";"573.054,31";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170080 - DELEGACIA DA RFB EM FEIRA DE SANTANA";"5.250,37";"394.917,40";"363.120,19";"2.714,19";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170080 - DELEGACIA DA RFB EM FEIRA DE SANTANA";"820.365,66";"300.978,00";"268.737,77";"64.627,68";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170205 - DELEGACIA DA RFB EM RIO BRANCO";"2.613,33";"68.598,75";"68.921,27";"26.456,43";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170094 - DELEGACIA DA RFB EM VARGINHA";"292.163,80";"256.596,28";"245.221,46";"1.063,99";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170024 - DELEGACIA DA RFB EM MACAPA";"- 8.074,55";"- 8.074,55";"- 8.074,55";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170533 - ALFANDEGA DA RFB EM SAO PAULO";"18.082,68";"222.774,12";"451.341,33";"108.911,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170121 - DELEGACIA DA RFB EM NITEROI";"0,00";"0,00";"0,00";"9.942,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170010 - SECRET. ESPECIAL DA RECEITA FEDERAL DO BRASIL";"115.318.616,47";"119.621.332,69";"38.684.145,17";"4.092.313,22";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170271 - DELEGACIA DA RFB EM PALMAS";"20.620,27";"56.235,33";"56.196,93";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170097 - DELEGACIA DA RFB EM UBERLANDIA";"89.189,83";"50.282,39";"43.913,17";"325.496,11";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170135 - DELEGACIA DA RFB EM BAURU";"4.431.041,02";"506.292,10";"452.070,62";"573.804,19";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170198 - DELEGACIA DA RFB EM GOIANIA";"58.600,00";"32.000,00";"32.000,00";"196.245,75";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170146 - DELEGACIA DA RFB EM OSASCO";"757,55";"757,55";"732,84";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170271 - DELEGACIA DA RFB EM PALMAS";"177.909,42";"55.206,94";"57.818,52";"185,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170170 - DELEGACIA DA RFB EM JOACABA";"2.622,62";"890,74";"890,74";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170192 - DELEGACIA DA RFB EM CUIABA";"22.889,74";"21.880,74";"21.746,58";"44.794,65";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170999 - COORDENACAO GERAL DE CONTABILIDADE";"0,00";"0,00";"0,00";"998.613,74";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170512 - COORDENACAO GERAL DE HAVERES FINANCEIROS";"25.000,00";"9.036.821,45";"9.036.821,45";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170168 - ALFANDEGA DA RFB PORTO DE SANTOS";"- 405.564,53";"94.459,62";"95.597,92";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170018 - SUPERINTENDENCIA REGIONAL DA RFB NA 1A RF";"832.528,10";"2.361.126,43";"2.648.088,18";"457.172,46";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170024 - DELEGACIA DA RFB EM MACAPA";"0,00";"0,00";"0,00";"19.760,00";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170168 - ALFANDEGA DA RFB PORTO DE SANTOS";"3.800,00";"716.339,10";"715.845,51";"23.363,81";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170058 - SUPERINTENDENCIA REGIONAL DA RFB NA 4A RF";"2.889.396,90";"3.159.142,60";"3.244.204,60";"548.850,22";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170035 - DELEGACIA DA RFB EM TERESINA";"160.256,12";"276.515,74";"270.723,04";"54.036,17";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170024 - DELEGACIA DA RFB EM MACAPA";"0,00";"1.620,00";"1.620,00";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170205 - DELEGACIA DA RFB EM RIO BRANCO";"245.995,61";"99.700,51";"102.280,75";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170312 - DELEGACIA DE ADM.TRIBUTARIA DA RFB EM S.PAULO";"- 1.326.944,45";"100.916,48";"153.937,67";"2.314,51";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170109 - DELEGACIA DA RFB EM CAMPO GRANDE";"192.724,00";"145.405,20";"151.264,59";"37.643,23";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170217 - SUPERINTENDENCIA REGIONAL DA RFB NA 2A RF";"264.199,30";"1.776.769,96";"1.130.794,78";"633.871,98";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170024 - DELEGACIA DA RFB EM MACAPA";"14.000,00";"14.000,00";"14.000,00";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170169 - DELEGACIA DA RFB EM FLORIANOPOLIS";"94.306,35";"94.306,35";"94.306,35";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170028 - DELEGACIA DA RFB EM SAO LUIS";"694.263,89";"577.347,64";"516.950,52";"48,12";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170121 - DELEGACIA DA RFB EM NITEROI";"21.557,48";"0,00";"593,30";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170192 - DELEGACIA DA RFB EM CUIABA";"102.766,60";"22.216,47";"18.337,80";"90.723,84";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170177 - SUPERINTENDENCIA REGIONAL DA RFB NA 10A RF";"8.671.899,46";"1.582.666,72";"1.612.287,30";"422.893,50";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170147 - DELEGACIA DA RFB EM SANTO ANDRE";"- 34,15";"65.235,72";"66.293,95";"1.086,90";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170133 - SUPERINTENDENCIA REGIONAL DA RFB NA 8A RF";"8.230.193,30";"716.445,56";"645.696,40";"1.684.972,14";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170626 - SUBSECRETARIA DE GESTAO,TEC.DA INF. ORCAMENTO";"- 866.456,27";"598.575,92";"598.575,92";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170047 - DELEGACIA DA RFB EM NATAL";"0,00";"0,00";"61.810,57";"5.928,25";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170262 - DELEGACIA DA RFB EM S.JOSE DOS CAMPOS";"405.529,63";"187.039,50";"155.393,43";"427.966,55";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170198 - DELEGACIA DA RFB EM GOIANIA";"52.452,90";"133.884,79";"134.012,94";"2.913,89";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170219 - DELEGACIA DA RFB EM SANTAREM";"11.647,92";"0,00";"0,00";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170209 - DELEGACIA DA RFB EM MANAUS";"80.776,34";"250.689,46";"241.539,52";"101.720,41";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170183 - DELEGACIA DA RFB EM SANTA MARIA";"166.331,93";"184.344,61";"171.006,97";"47.491,18";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170010 - SECRET. ESPECIAL DA RECEITA FEDERAL DO BRASIL";"15.691.749,88";"169.260.893,69";"28.090.631,98";"42.530.645,71";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170116 - SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF";"1.700.363,19";"2.988.203,02";"3.100.573,94";"831.570,18";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170213 - DELEGACIA DA RFB EM BOA VISTA";"2.088,00";"10.686,97";"10.686,97";"73.565,32";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170262 - DELEGACIA DA RFB EM S.JOSE DOS CAMPOS";"113.151,89";"113.101,48";"104.466,17";"782,39";
